,gen-vanilla_SSRT-vanilla,gen-vanilla_SSRT-w_guesses,gen-vanilla_SSRT-w_graded,gen-guesses_SSRT-vanilla,gen-guesses_SSRT-w_guesses,gen-guesses_SSRT-w_graded,gen-graded_mu_go_log_SSRT-vanilla,gen-graded_mu_go_log_SSRT-w_guesses,gen-graded_mu_go_log_SSRT-w_graded
CB2NZA8D,306.90000000000003,203.64772573476156,642.1666666666667,370.8666666666667,294.5283391197564,687.0666666666667,217.95000000000002,72.49963240677766,354.5666666666667
CBPYR2EY,340.40000000000003,159.9332309520248,1329.1333333333334,457.7166666666667,294.0066532942548,1735.5333333333335,222.0,24.261450390495668,449.26666666666665
CBRAKW03,289.1833333333333,258.21682159309984,452.8833333333334,312.33333333333326,287.23946681188113,482.1333333333334,217.24999999999997,171.81362139371146,307.5666666666666
CBVP6BDH,292.41666666666663,250.64298730633436,446.6333333333333,322.2333333333333,290.3509372847489,472.03333333333325,215.38333333333333,148.0346802108292,310.7666666666667
CCPGPFR1,289.09999999999997,259.5050814059086,423.2666666666666,311.6833333333332,288.20352727533424,448.33333333333326,216.46666666666664,168.10072144559282,303.4666666666667
CD3GLYXK,283.51666666666665,268.6183787889163,388.3833333333333,295.73333333333335,283.179822270627,403.5,222.09999999999994,199.06527374852215,293.4166666666667
CD63NC88,315.9166666666667,184.780533148588,866.5833333333333,397.65,294.2284202699588,990.0999999999999,219.73333333333332,54.92200607388946,389.59999999999997
CDEVBT55,274.8666666666667,274.69695823497796,321.6333333333333,279.33333333333337,277.402152131438,325.9666666666666,257.73333333333335,252.7567087650648,282.2
CDF01T03,319.15,188.2440093954745,938.9499999999999,403.08333333333337,293.62245643343874,1135.4666666666665,219.54999999999998,60.2252918659999,394.8166666666666
CDNXAUT3,280.23333333333335,269.8551052978926,361.85,289.5,280.9631556039604,372.65000000000003,233.36666666666662,218.1362167007121,288.0166666666667
CDP4CRFV,291.95,250.85270247283432,470.1166666666667,321.25,289.0298384832551,503.73333333333335,216.56666666666666,153.77673612648863,313.15
CE0TWGXM,288.65,255.16383942476722,437.06666666666666,312.3,286.4070545506687,457.78333333333336,220.85000000000002,170.2150730030199,306.1000000000001
CE16DXG2,296.7,237.6963032368748,486.9,336.6333333333334,292.45446456008335,522.1666666666666,215.41666666666669,121.06237368607684,321.1666666666667
CE8LF65E,298.35,233.56539633226427,581.2333333333333,341.24999999999994,289.4878989270586,646.5500000000001,219.08333333333337,131.10103515737023,333.23333333333335
CE9MY4X4,296.45000000000005,239.66958321882603,512.65,335.6166666666667,291.8166990919228,555.0833333333333,215.43333333333337,128.0853151370762,324.18333333333334
CEBCR090,290.84999999999997,254.6627876033208,435.55,317.3999999999999,289.2272322800416,461.33333333333337,216.14999999999995,156.5810695857757,307.48333333333335
CEGFEM93,283.25,264.4186383342395,382.5666666666666,297.9333333333333,283.12019394200104,396.1,230.28333333333333,200.86656484089502,294.05000000000007
CEJHKU6W,279.85,270.35130729970854,360.58333333333337,288.5,280.479822270627,370.33333333333337,233.64999999999995,219.99420253101954,287.73333333333335
CERCRP3L,314.08333333333337,185.08367602249393,816.15,393.5333333333333,294.55117984007205,907.5,219.63333333333333,53.53882988458736,383.79999999999995
CF2VRU9R,300.01666666666665,227.15537959825585,553.35,347.56666666666655,292.66769683521255,591.4499999999999,216.46666666666664,109.2909162839953,334.3666666666667
CFCXNV7G,283.85,260.20134181992796,405.01666666666665,301.18333333333334,282.1324889323813,431.9166666666667,237.08333333333334,203.1901256023579,297.8333333333333
CFFWJJ1H,293.88333333333327,244.08600402706324,482.1166666666667,327.91666666666663,289.97021015462906,518.2166666666666,216.76666666666665,140.2088370586131,316.9666666666666
CFK7R6RZ,303.8333333333333,219.03173646033557,619.0333333333333,358.7,293.07568060784723,686.6333333333333,217.06666666666666,97.24370410454779,344.91666666666663
CFPHXFHE,295.16666666666663,242.0631018788615,492.7,331.58333333333337,291.11058182600306,526.4666666666667,215.7,134.22736155839166,320.21666666666664
CFPMDG7R,288.9,258.3446388985932,424.5999999999999,311.58333333333326,287.64389894670825,444.3499999999999,217.74999999999997,169.04691298107798,304.1833333333334
CFT8L45Y,315.98333333333335,182.4477719654364,883.1833333333334,399.2,294.234416618797,1014.15,219.9,51.507626688280574,392.3333333333333
CFYJ60VA,308.3166666666666,216.17658634024696,747.8499999999997,369.3166666666666,291.89245645800077,891.4166666666665,217.76666666666662,100.25386519075303,359.99999999999994
CFYN2FEF,288.71666666666664,258.18962590979584,422.33333333333337,311.46666666666664,287.66056561337496,442.18333333333334,218.91666666666666,170.3302463144113,303.7666666666667
CG8XPP5D,315.0,197.63563952430505,891.1333333333333,390.9833333333334,292.479297183229,1077.7166666666665,219.23333333333335,76.57890097365326,384.7666666666666
CGHNP1DK,305.21666666666664,211.66813676905153,662.6166666666666,364.43333333333334,292.7923030286012,729.6666666666667,217.96666666666664,91.21011575798919,353.28333333333336
CGLGYDAH,291.90000000000003,252.60753972258533,474.7333333333333,320.48333333333335,288.68860619830104,523.0166666666667,216.59999999999997,156.47726449416524,312.0833333333333
CGNRE8LG,289.90000000000003,254.9473321072081,432.7000000000001,314.9,288.13427061808227,450.65,217.48333333333335,162.8671902727981,306.5166666666667
CGXC468Y,293.0833333333333,241.65564970436196,471.9333333333333,326.71666666666664,288.80187456949795,486.30000000000007,219.88333333333338,143.43216726212822,316.80000000000007
CH01N86F,279.79999999999995,270.51431742534976,359.05,288.0333333333333,280.3798222706271,368.53333333333336,233.36666666666662,220.2442025310196,287.08333333333337
CHEA6N8V,304.9166666666667,214.90404706318054,668.5833333333333,362.9833333333333,292.8343436184397,749.2666666666667,217.38333333333333,94.97555800039086,352.76666666666665
CHUKUNFD,298.4666666666667,233.2473728328299,577.9499999999999,341.69999999999993,289.71419392235134,649.7666666666667,219.2,129.43691520842762,332.26666666666665
CJ001M61,301.65,228.46997334266433,628.7666666666668,350.13333333333327,290.3327270957328,721.75,218.60000000000005,121.13069166440573,340.45000000000005
CJ0YPLW6,288.9,261.780954400259,436.7,310.4,288.05964454125416,463.99999999999994,215.35,173.65344720207696,304.7333333333334
CJA85ZRD,275.26666666666665,273.87968028368596,326.9333333333334,281.0833333333333,278.00215213143804,332.74999999999994,256.0,249.3400420983982,283.83333333333337
CJG4D05U,297.3666666666666,231.71550612775877,498.26666666666665,339.85,291.8589129075386,521.2333333333333,217.10000000000002,116.27804858749958,324.69999999999993
CJH4YEDW,286.18333333333334,264.5869327011809,407.75,303.0,285.5535272753344,423.94999999999993,218.36666666666667,185.24920316817662,298.53333333333336
