,gen-guesses_SSRT-vanilla,gen-guesses_SSRT-w_guesses,gen-guesses_SSRT-w_graded,gen-graded_mu_go_log_SSRT-vanilla,gen-graded_mu_go_log_SSRT-w_guesses,gen-graded_mu_go_log_SSRT-w_graded,gen-standard_SSRT-vanilla,gen-standard_SSRT-w_guesses,gen-standard_SSRT-w_graded
F1W2BTPZ,270.8666666666666,261.5781969492932,140.95,211.33333333333334,203.33963702572703,127.74999999999999,261.6166666666667,252.75699265347143,114.36666666666665
F1XKPBT6,302.1166666666667,271.1487682347347,611.6999999999999,199.26666666666665,165.1162947627663,973.2833333333333,273.7666666666667,244.17429140216018,
F26CU0X0,291.45,268.2409747898756,454.9333333333332,202.86666666666665,176.76732014887412,724.5333333333334,269.9166666666667,247.70628165631967,
F2BU99TZ,278.28333333333336,262.7691816957598,199.31666666666666,202.98333333333332,190.26347081967842,262.9,262.76666666666665,248.11720987907634,88.41666666666667
F3EWHDJR,284.8833333333333,264.87571762607234,354.6166666666667,202.93333333333334,184.8969029041132,466.4333333333334,265.7166666666667,246.7493231241043,
F3FYXH1G,281.74999999999994,263.52223412417953,267.25,200.7833333333333,185.4184997058976,342.29999999999995,263.84999999999997,246.7229414472863,
F3MPP1ZN,289.68333333333334,265.9397629377921,373.8666666666667,200.2,178.92968846608144,551.8000000000001,267.1166666666667,244.55188629158351,
F3NXEU7J,275.94999999999993,262.36792418121325,182.01666666666665,205.58333333333334,194.24686937913714,208.36666666666667,262.51666666666665,249.7157334332114,105.78333333333333
F3R0FGHL,284.5333333333333,264.076833108893,328.3333333333333,200.03333333333333,183.15770890107444,424.26666666666665,264.6333333333333,245.35162978562644,159.35
F3RDG1N2,280.0833333333333,262.96278779717323,253.43333333333328,200.96666666666667,187.0555436876082,306.34999999999997,263.06666666666666,246.9973184918788,94.9
F3Z2K76G,287.0166666666666,265.4966942357053,360.69999999999993,202.31666666666663,182.51156775703015,513.05,266.6333333333333,246.1916127461785,
F40W150V,288.98333333333335,265.72823265516547,392.9666666666666,200.23333333333335,179.52860073768068,559.8833333333333,266.78333333333336,244.69637008397703,
F41DEHAC,267.83333333333337,262.31153028262656,192.1333333333333,229.91666666666669,225.12297035906036,179.91666666666666,262.8,257.4069926534715,173.06666666666666
F46ZBBVA,285.2,264.9787700544921,356.40000000000003,202.31666666666663,183.8142581027206,486.38333333333344,265.85,246.66243721843387,
F4NKLBXV,267.8666666666667,261.39486361595993,188.96666666666667,220.3,214.46256266505955,155.48333333333332,261.95,255.64032598680478,174.95
F4P23JMZ,285.99999999999994,265.3015415779982,353.28333333333325,200.81666666666663,181.28256466833042,509.7666666666666,266.0833333333333,246.45560375416312,
F4Z1R5WK,273.53333333333336,262.0115302826266,163.66666666666666,208.2,198.5888568521159,161.65000000000003,261.8666666666667,251.00874077973995,100.00000000000001
F548JWWW,269.50000000000006,262.02819694929326,160.7166666666667,219.9666666666667,213.51394557217125,143.08333333333334,262.15,254.9903259868048,139.65
F58CLY07,276.06666666666666,262.51278779717325,162.18333333333337,205.61666666666673,194.22176668815888,191.45000000000002,262.4833333333334,249.66600511361497,108.0
F59ZM3ZJ,275.76666666666665,262.5876432762997,196.63333333333333,207.34999999999994,195.9670170962681,228.01666666666665,262.69999999999993,250.24081302781175,
F5G6PA74,273.51666666666665,261.86153028262663,150.0833333333333,207.28333333333333,197.52730238176485,160.66666666666669,261.96666666666664,250.96371362653932,91.16666666666666
F5G7EUP1,269.2166666666667,261.5781969492932,165.48333333333332,217.08333333333334,210.42158745194874,138.73333333333335,261.7833333333333,254.45699265347145,146.58333333333334
F5GC1Z80,267.4666666666667,262.1281969492933,190.44999999999996,228.9,224.1382541186154,176.21666666666667,262.68333333333334,257.3903259868048,175.6166666666667
F5JET3CJ,271.3499999999999,261.8115302826266,153.78333333333336,212.65000000000003,204.52826585674558,146.1833333333333,261.95000000000005,252.88535314000532,115.98333333333333
F5R46XKV,267.0333333333333,263.34486361596,205.66666666666666,239.5666666666667,236.2625626650595,191.11666666666665,263.5,259.85699265347154,194.89999999999998
F5TKJL3R,289.5833333333333,266.14461028008503,399.91666666666663,200.21666666666664,178.45859842379497,564.9166666666666,267.2833333333333,245.05204548078424,
F5XUX115,270.69999999999993,261.9448636159599,195.5333333333333,217.21666666666667,209.66689468776403,185.85,262.35,253.94704695987264,148.83333333333334
F5YHY0Z0,270.8499999999999,262.17819694929324,161.8833333333333,217.7166666666666,210.335907736523,161.93333333333334,262.2833333333333,254.01868647333868,127.01666666666665
F61FJ1XR,283.75,263.8819694929331,325.35,200.21666666666667,183.90297141716187,413.93333333333334,264.3333333333333,245.60135810522291,148.21666666666664
F61PL8NR,305.85,272.84014337050655,696.2666666666667,199.03333333333336,160.69107932790405,1114.0500000000002,275.9166666666667,244.35394449750706,
F6553H6E,281.6833333333333,263.85168858801944,271.6333333333333,203.11666666666665,187.77700749088135,352.7833333333333,264.2666666666666,247.3851786279607,
F65R9VTJ,289.03333333333336,265.4605975156993,388.41666666666663,199.81666666666666,179.58565969811082,530.8166666666666,266.5,244.16987021491437,
F6784XR4,275.29999999999995,262.84612113050656,219.3,212.04999999999998,201.7533747456266,247.8,262.8833333333334,251.105516059209,125.76666666666668
F6DCPCJ0,290.28333333333325,265.03250191396415,390.6999999999998,232.11666666666662,204.9297202807598,533.9999999999999,265.34999999999997,240.76619582636707,
F72J4L68,274.59999999999997,262.52945446383984,239.85000000000002,211.78333333333336,201.7059044290884,256.65,262.8166666666667,251.35054321240963,144.78333333333333
F74AJ43P,292.1166666666667,266.9737757021778,466.79999999999995,199.56666666666663,175.5955352160966,656.7333333333332,268.3666666666667,244.52089114332375,
F79B3KEU,281.76666666666665,263.6755755943464,259.75,202.43333333333334,187.23077930022458,320.48333333333335,264.0833333333333,247.02703738043056,161.6833333333333
F7AUUWC6,273.1333333333333,264.3273705082196,239.46666666666667,230.55000000000007,222.59526898209072,268.71666666666675,264.65000000000003,256.22468972195225,
F7E957WL,275.4166666666666,262.26792418121323,179.39999999999998,205.68333333333334,194.77717406318538,202.54999999999998,262.25,249.84879508614117,96.61666666666669
F7F6URTR,278.41666666666663,262.9825068922596,207.56666666666666,203.51666666666668,190.30665412199514,254.04999999999998,263.09999999999997,248.58113901461658,
F7G1YTJV,286.29999999999995,265.980707000091,356.7333333333333,204.04999999999998,183.83076886193635,538.2499999999999,266.9833333333333,247.63291866443646,
F7K681U5,276.96666666666664,262.5179241812133,226.33333333333334,204.66666666666666,192.76989878614685,252.79999999999998,262.6,248.97890369894358,107.61666666666667
F7RLL816,294.3833333333333,267.82086530548395,490.93333333333334,199.4666666666667,173.44114450011534,737.3166666666666,269.5,244.20465534626138,
F7TYWYV2,275.51666666666665,262.2845908478799,160.14999999999998,204.99999999999997,194.06676636918456,189.0,262.0833333333333,249.58212841947451,82.20000000000002
F7XD8336,268.8166666666667,262.66153028262664,176.03333333333333,228.75000000000003,223.50630369239374,168.93333333333334,262.85,256.9403259868048,155.06666666666666
F858E5X6,272.73333333333335,261.8281969492933,119.03333333333335,208.46666666666667,199.3424028399504,129.29999999999998,261.6666666666667,251.35699265347145,80.55
F86DZ06Y,294.26666666666665,267.90419863881726,470.7833333333333,200.14999999999998,174.11344903322114,713.9499999999999,269.6333333333334,244.5268382205346,
F894WBDM,291.7333333333333,267.30599355269044,430.53333333333336,200.2333333333333,175.6870405653535,672.9833333333332,268.75,245.45902866085095,
F8M7HCCK,279.4,263.0307119783865,257.34999999999997,202.93333333333334,189.5155462570449,316.45,263.16666666666663,247.71398515854543,115.88333333333335
F8WF9476,282.3833333333334,263.8119613560995,352.8,202.28333333333336,186.56067667814864,414.83333333333337,264.3666666666666,246.85977103315662,
F9053E6V,270.18333333333334,261.4781969492933,166.21666666666667,213.0,205.40119149607804,145.23333333333335,261.79999999999995,253.45201980667204,136.48333333333332
F9496V9W,267.6833333333333,262.91153028262664,187.25000000000003,233.58333333333337,229.42922933172622,167.36666666666667,263.01666666666665,258.39032598680484,174.81666666666666
F99CJ6A0,273.13333333333327,261.8781969492933,187.7833333333333,208.79999999999998,199.309436109356,181.75,262.0833333333333,251.43710126627383,118.46666666666665
F9AA4D38,275.6166666666666,262.28459084787994,200.66666666666669,206.38333333333333,195.31580289420387,229.16666666666669,262.4833333333333,249.87715557267512,106.90000000000002
F9KVX7JE,273.81666666666666,262.3543099429663,240.21666666666667,211.64999999999998,201.47718865950742,249.73333333333335,262.8999999999999,251.96917351434573,
F9LU8GW8,286.93333333333334,265.30696700378536,389.91666666666663,200.58333333333331,181.00477906973606,523.7333333333333,266.1166666666667,245.6475186780357,
F9RGL53U,266.96666666666664,263.71153028262665,204.08333333333334,243.31666666666666,240.49589599839285,194.71666666666667,263.68333333333334,260.47365932013815,193.53333333333333
F9U3MCN7,291.8499999999999,267.0101614639309,466.69999999999993,199.6666666666666,175.63581605403652,670.1666666666666,268.3999999999999,244.81733857098652,
F9V1PJH4,286.34999999999997,265.10362553361847,398.8166666666667,199.75,180.3744499016308,537.7666666666668,265.81666666666666,245.72675607822475,
F9XMG0N0,286.3,266.5214027048105,398.3166666666666,208.93333333333334,188.24171069039733,612.7499999999999,267.9333333333333,248.97138403376994,
F9ZWE4J9,311.7,276.4908128449681,842.95,197.95,150.7007919166811,1571.05,280.25,246.0721677602667,
FA0DV854,292.7833333333333,267.88390146023664,484.2666666666666,200.84999999999997,174.9971515244825,718.8666666666666,269.53333333333336,245.8331188505934,
FA0MG9VF,296.18333333333334,268.66974982266316,528.0333333333333,199.43333333333334,171.3774664509383,809.8333333333335,270.55,244.2968324771327,
FA37LXB3,268.8666666666666,261.49486361595996,194.01666666666662,218.6333333333333,212.101191496078,169.51666666666665,261.9999999999999,254.83535314000534,167.04999999999995
FA3PW5BW,269.28333333333336,262.67306056525325,213.5166666666667,228.86666666666665,223.22486249505738,212.1,263.03333333333336,256.6637136265394,178.0333333333333
FA643HU5,268.16666666666663,262.0281969492933,179.11666666666665,224.85,219.4292293317262,160.88333333333333,262.3666666666667,256.3903259868048,164.54999999999998
FA7TAR0L,269.65000000000003,261.39486361596,152.98333333333332,214.31666666666663,207.08825411861537,141.98333333333335,261.84999999999997,253.89032598680478,132.66666666666666
FAB59JPE,270.31666666666666,262.00639389858657,181.3,219.01666666666662,211.89917104150152,182.56666666666663,262.43333333333334,254.43038029320604,144.70000000000002
FAFNLCWD,275.78333333333325,262.46278779717323,203.9,206.89999999999998,195.7267993507823,224.50000000000003,262.5833333333333,249.9940939197453,125.39999999999999
FAKM0Y7X,303.20000000000005,271.8070990789203,653.05,198.88333333333333,163.10525214240707,1088.3000000000002,274.53333333333336,244.4001354192129,
