,standard,standard,standard,standard,guesses,guesses,guesses,guesses,graded_go,graded_go,graded_go,graded_go,graded_both,graded_both,graded_both,graded_both,fixed,fixed,fixed,fixed,tracking,tracking,tracking,tracking
00R4TXET,264.24999999999994,215.3166666666667,317.1333333333334,286.55,225.61444912624611,171.99844964317674,281.8530687914844,251.051869422118,407.15000000000003,292.3833333333333,478.3999999999999,412.8500000000001,407.15000000000003,292.3833333333333,478.3999999999999,412.8500000000001,274.0,217.0,341.0,289.0,261.342,209.468,347.386,284.384
00U4FTRU,247.33333333333337,211.84999999999997,294.75000000000006,285.68333333333334,237.08211130393352,199.01614386236628,286.0565049267938,277.69301878126987,333.65000000000003,285.56666666666666,391.61666666666673,382.5666666666667,333.65000000000003,285.56666666666666,391.61666666666673,382.5666666666667,271.0,208.0,320.0,280.0,261.454,195.636,319.4,286.0080000000001
00UMK5VC,257.2,214.96666666666667,303.69999999999993,287.7,236.99045622815578,193.23077579676072,286.3724025281613,268.3511239098458,350.18333333333334,290.09999999999997,417.0333333333334,388.15,350.18333333333334,290.09999999999997,417.0333333333334,388.15,274.0,210.0,327.0,285.0,260.1,203.43,339.064,289.124
00X2TBWJ,232.1428571428571,202.28571428571428,243.5178571428571,272.0357142857143,250.8630759098695,210.99400392587262,273.3116902625909,311.2020666763244,351.125,425.51785714285717,545.0357142857142,400.74999999999994,351.125,425.51785714285717,545.0357142857142,400.74999999999994,231.0,174.0,243.0,257.0,257.80400000000003,171.16400000000002,264.414,280.8
0191C80U,309.5,220.3833333333333,381.06666666666666,291.6333333333333,220.1796771906692,127.4892806950087,287.5524103716929,205.4914270731375,484.5666666666666,291.49999999999994,580.6166666666666,412.98333333333323,484.5666666666666,291.49999999999994,580.6166666666666,412.98333333333323,304.0,227.0,388.0,294.0,268.95799999999997,230.21599999999998,356.204,281.94
01D03VR7,276.04,241.28,333.38,291.06,230.1790439023626,195.5726602078487,287.77500773985065,245.6571530467859,336.40000000000003,296.84000000000003,408.96000000000004,352.7,336.40000000000003,296.84000000000003,408.96000000000004,352.7,325.0,244.0,429.0,299.0,257.564,248.82,355.434,276.598
01ELX9L6,240.45999999999998,216.79999999999998,281.5999999999999,275.16,238.44121020824372,211.16878523649206,280.29951156994616,273.56770236234155,318.47999999999996,283.66,368.85999999999996,364.31999999999994,318.47999999999996,283.66,368.85999999999996,364.31999999999994,259.0,200.0,294.0,274.0,268.416,190.916,314.6620000000001,281.982
01EN91PG,239.51724137931035,214.4310344827586,263.72413793103453,271.6379310344828,241.9743522692171,213.46298698791662,270.13798017051437,275.02005925894434,314.7586206896552,278.5,355.8103448275862,353.89655172413796,314.7586206896552,278.5,355.8103448275862,353.89655172413796,247.0,191.0,278.0,274.0,263.404,187.14,299.862,278.32599999999996
01NAYMZH,274.98333333333335,228.76666666666665,326.8999999999999,291.01666666666665,230.733707526913,183.70339315094665,283.74449820773526,248.0105139392718,367.9333333333334,298.05,444.91666666666663,379.15,367.9333333333334,298.05,444.91666666666663,379.15,294.0,229.0,379.0,297.0,259.64,219.08,360.482,278.418
021403LF,254.95000000000005,226.90000000000006,303.05,288.7666666666666,238.8105450666884,211.45665911152645,287.1972767652552,272.84843133432906,310.3,283.65000000000003,371.71666666666664,213.6833333333333,310.3,283.65000000000003,371.71666666666664,213.6833333333333,290.0,220.0,349.0,291.0,257.762,210.542,348.02,278.328
022ZVCT8,240.5833333333333,206.78333333333333,289.84999999999997,268.09999999999997,233.23497444889682,198.34826731663014,284.7266881060669,264.0502246443917,297.56666666666666,282.5666666666666,349.74999999999994,370.7666666666667,297.56666666666666,282.5666666666666,349.74999999999994,370.7666666666667,267.0,198.0,310.0,277.0,262.78,192.312,322.0,281.67
028D3ELL,273.2,224.63333333333333,349.2,287.26666666666665,215.1641372896042,165.14200086036445,290.31591288619046,230.71292691386134,216.16666666666666,295.75,468.5833333333333,224.71666666666664,216.16666666666666,295.75,468.5833333333333,224.71666666666664,304.0,229.0,386.0,294.0,261.064,222.19,364.774,277.322
028WCTG6,259.73333333333335,206.8333333333333,314.6166666666666,290.56666666666666,223.0294322015351,162.87024632376256,281.62881286987584,251.6634135701507,311.9,242.21666666666664,384.2833333333333,336.1333333333333,311.9,242.21666666666664,384.2833333333333,336.1333333333333,272.0,211.0,325.0,292.0,265.194,204.226,339.386,279.574
029PWCFY,319.8,226.14999999999998,393.9166666666667,301.81666666666666,220.52489919124127,129.6615258508727,290.62072797372196,207.84792890605524,372.88333333333327,204.05,425.76666666666665,287.9333333333333,372.88333333333327,204.05,425.76666666666665,287.9333333333333,303.0,239.0,403.0,301.0,259.03,225.752,348.534,275.002
02EBX0JJ,246.11666666666662,211.4166666666666,293.34999999999997,282.7,237.30902403178348,200.55879379207002,286.2286290889088,274.6640577175675,287.7833333333333,245.09999999999997,387.8666666666666,377.43333333333334,287.7833333333333,245.09999999999997,387.8666666666666,377.43333333333334,267.0,200.0,308.0,280.0,259.228,197.88400000000001,327.64,283.0180000000001
02JXJUZG,250.59649122807016,219.59649122807016,286.4561403508772,281.9824561403509,240.58019717863607,204.52011049954586,278.38340588105666,272.9745909911281,292.8771929824561,291.42105263157896,390.36842105263156,379.5438596491228,292.8771929824561,291.42105263157896,390.36842105263156,379.5438596491228,268.0,208.0,308.0,284.0,259.902,196.0,330.232,284.42
02RCED7D,228.08333333333334,195.20000000000002,263.96666666666664,267.6333333333333,236.9262775065308,197.93311155475607,278.0722111115706,284.81164657841134,423.9833333333334,360.5833333333333,483.8833333333333,501.3833333333334,423.9833333333334,360.5833333333333,483.8833333333333,501.3833333333334,234.0,185.0,264.0,262.0,262.682,179.888,282.21,280.216
02UVMTY7,272.76666666666665,229.91666666666663,339.5333333333333,293.81666666666666,223.75780382824396,178.29947515765127,291.01156693318063,241.47485107485636,347.6333333333334,144.66666666666666,432.0,361.7166666666667,347.6333333333334,144.66666666666666,432.0,361.7166666666667,308.0,233.0,400.0,304.0,259.52,229.53400000000002,362.35,286.9
02WP3TP6,261.93333333333334,208.38333333333335,306.75,286.5333333333333,228.88167045059737,170.3211854786882,277.118584815411,255.64596628030367,374.54999999999995,236.51666666666665,446.1833333333334,332.4,374.54999999999995,236.51666666666665,446.1833333333334,332.4,277.0,209.0,324.0,287.0,262.63,201.37599999999998,343.004,281.63
030W95VP,210.2,167.39999999999998,180.4833333333333,,325.8685818988606,242.15983037493567,261.0099387301059,,323.59999999999997,269.66666666666663,301.6166666666667,,323.59999999999997,269.66666666666663,301.6166666666667,,204.0,153.0,194.0,239.0,246.4,160.82,228.236,275.404
030X9ZNH,259.6491228070176,237.719298245614,304.8771929824561,287.8947368421052,245.23937712025068,221.24852653911253,288.77379005914327,272.738909165842,320.92982456140345,288.8771929824561,375.07017543859655,351.17543859649123,320.92982456140345,288.8771929824561,375.07017543859655,351.17543859649123,290.0,221.0,354.0,296.0,256.03200000000004,211.90400000000002,356.26199999999994,277.934
0314RN9P,265.61538461538464,210.0,301.4615384615385,285.11538461538464,246.2728666628922,178.16768469031075,282.49644250162385,263.8575994308479,427.65384615384625,283.84615384615387,464.44230769230774,416.6346153846154,427.65384615384625,283.84615384615387,464.44230769230774,416.6346153846154,261.0,203.0,314.0,281.0,264.932,197.72799999999998,329.684,285.378
03BDCNWM,231.11666666666665,185.83333333333334,260.45,272.3666666666666,236.9685062152417,184.54460608421041,272.8607098592402,286.0769250006726,352.36666666666673,284.76666666666665,405.06666666666666,416.08333333333326,352.36666666666673,284.76666666666665,405.06666666666666,416.08333333333326,243.0,185.0,264.0,263.0,265.182,178.072,289.932,281.698
03CV8RDT,302.1833333333333,205.15,349.5,293.25,230.08977854481992,120.38659247206076,281.75932022900656,224.33016354645832,510.8,295.74999999999994,592.0333333333333,456.9833333333333,510.8,295.74999999999994,592.0333333333333,456.9833333333333,284.0,214.0,334.0,288.0,255.96,205.376,348.56,277.224
03NW0RKL,246.31666666666663,180.14999999999998,263.76666666666665,280.1333333333333,253.95797469316025,162.4500330301094,278.0944737632718,296.74669157626664,475.5166666666666,288.56666666666666,494.3999999999999,502.73333333333335,475.5166666666666,288.56666666666666,494.3999999999999,502.73333333333335,233.0,179.0,249.0,264.0,265.222,177.828,276.85400000000004,274.974
03VJZEL,265.9166666666667,203.3,293.3666666666666,283.45,249.3304928837403,171.9105747194035,280.12938029980324,267.64692955081915,460.1833333333333,289.95,489.15,450.3166666666666,460.1833333333333,289.95,489.15,450.3166666666666,259.0,200.0,293.0,276.0,262.786,188.93599999999998,312.798,281.69599999999997
03XVEBPM,273.0833333333333,228.53333333333336,339.08333333333337,286.43333333333334,222.03834596882612,177.53970502590647,291.21850380386326,238.67983887505707,355.61666666666673,294.58333333333337,446.3833333333333,377.5166666666667,355.61666666666673,294.58333333333337,446.3833333333333,377.5166666666667,308.0,231.0,393.0,290.0,259.31,230.174,354.81199999999995,291.26599999999996
03YU08FA,259.1166666666667,191.31666666666666,293.51666666666665,284.09999999999997,246.45640250651508,158.66324291204575,284.24871366934104,275.5141109878932,471.3166666666667,296.05,510.98333333333335,488.85,471.3166666666667,296.05,510.98333333333335,488.85,249.0,194.0,283.0,271.0,267.938,183.33599999999998,301.124,278.282
040B4TRC,318.9,222.21666666666664,369.2666666666666,297.3666666666666,240.91111473305963,127.92443475131377,288.80991992383565,215.44856589292993,590.5833333333331,310.84999999999997,635.9499999999999,457.1333333333333,590.5833333333331,310.84999999999997,635.9499999999999,457.1333333333333,287.0,228.0,360.0,292.0,258.25,214.542,353.722,280.79
042UJKFB,257.31666666666666,219.49999999999997,300.21666666666664,279.6833333333333,240.92126756514736,199.71356416124675,283.91900845528943,263.49160538225306,262.04999999999995,221.1,309.8,290.5333333333333,262.04999999999995,221.1,309.8,290.5333333333333,280.0,211.0,329.0,285.0,260.05,199.252,340.454,282.752
04BFG4JM,314.81666666666666,212.23333333333335,364.00000000000006,294.93333333333334,237.1230615158928,118.12355301198808,286.6115441851938,213.75939004972912,560.9833333333333,301.35,638.3833333333332,464.18333333333334,560.9833333333333,301.35,638.3833333333332,464.18333333333334,284.0,216.0,345.0,289.0,256.46000000000004,208.236,338.11800000000005,285.386
04CLBZAD,230.15000000000003,186.66666666666669,254.41666666666669,272.7166666666667,243.52100025345763,188.57994718317616,275.48552841738666,296.6329514277889,354.1166666666666,287.5333333333333,397.7333333333333,423.53333333333325,354.1166666666666,287.5333333333333,397.7333333333333,423.53333333333325,237.0,179.0,255.0,263.0,260.79400000000004,179.0,280.16200000000003,277.682
04EUBGTM,236.3166666666666,205.10000000000002,285.56666666666666,277.4,231.54280801726156,192.39552899111277,283.7164929951285,274.1333716522659,344.9333333333333,284.65,405.3833333333334,396.1166666666667,344.9333333333333,284.65,405.3833333333334,396.1166666666667,254.0,198.0,292.0,276.0,266.212,190.04,313.342,283.482
04JY6730,278.6499999999999,184.58333333333331,292.01666666666665,285.21666666666664,267.51566084716706,129.4887232225615,283.53872173731565,271.81002786380293,645.8166666666666,294.8833333333334,643.1166666666666,586.0333333333333,645.8166666666666,294.8833333333334,643.1166666666666,586.0333333333333,246.0,187.0,269.0,268.0,262.35,179.332,295.1620000000001,284.3
04P0G6LK,356.1666666666667,217.08333333333334,400.30000000000007,302.3333333333333,238.31808744681902,103.53016396022393,288.0764994326983,193.4562245611181,658.0,307.33333333333337,723.7833333333334,467.65000000000003,658.0,307.33333333333337,723.7833333333334,467.65000000000003,300.0,233.0,378.0,300.0,263.842,229.976,355.54,279.282
04R9REGF,380.25,221.14999999999998,424.15000000000003,310.18333333333334,239.2081491425059,83.45061442858868,286.7720680508562,177.51111434723896,731.1999999999999,305.1333333333334,787.0666666666667,480.33333333333326,731.1999999999999,305.1333333333334,787.0666666666667,480.33333333333326,304.0,232.0,378.0,301.0,256.156,223.726,355.95,283.73400000000004
04RT,236.85000000000002,193.73333333333335,258.09999999999997,268.65,246.00983568912287,192.75548790852594,268.63277401880373,284.62640353230773,336.7833333333333,275.1166666666667,373.16666666666674,388.85,336.7833333333333,275.1166666666667,373.16666666666674,388.85,236.0,182.0,262.0,266.0,259.85200000000003,183.16,284.64799999999997,282.862
052HU3CU,315.1833333333334,195.71666666666667,347.95000000000005,293.56666666666666,253.886720148823,101.74555709478942,286.160431863592,225.73288155333142,641.9,284.2333333333333,665.8666666666667,502.21666666666664,641.9,284.2333333333333,665.8666666666667,502.21666666666664,266.0,207.0,315.0,282.0,260.004,201.78799999999998,324.078,283.094
059VLAHF,265.29999999999995,207.35000000000002,322.5499999999999,288.48333333333335,229.57441392507624,166.97193026586856,288.3579109172223,251.57035917486328,400.51666666666665,291.0833333333333,474.9333333333333,408.9166666666667,400.51666666666665,291.0833333333333,474.9333333333333,408.9166666666667,279.0,216.0,338.0,289.0,262.122,210.944,343.0180000000001,282.396
05CA3VX5,252.08333333333337,210.95,296.3,284.65,235.2920049328212,189.81574927658832,280.97552071080867,269.24453023717086,354.48333333333335,284.68333333333334,416.20000000000005,394.33333333333326,354.48333333333335,284.68333333333334,416.20000000000005,394.33333333333326,273.0,211.0,316.0,285.0,262.29400000000004,200.22,328.594,281.9360000000001
05LGG3GZ,276.3,215.2333333333333,331.3666666666666,280.3666666666667,231.04975664975277,167.150748091427,286.05733462644207,236.92482194583124,402.6833333333334,293.35,477.35,394.1333333333333,402.6833333333334,293.35,477.35,394.1333333333333,295.0,220.0,361.0,287.0,251.88,217.552,352.74800000000005,283.222
05WK8AN7,278.0,243.27083333333334,308.375,296.31249999999994,245.37212988277903,211.920023785926,278.42916983209085,266.3597462803377,331.0,289.91666666666663,389.14583333333337,357.7916666666667,331.0,289.91666666666663,389.14583333333337,357.7916666666667,313.0,235.0,388.0,299.0,261.932,221.84400000000002,351.8400000000001,282.764
05X0LM1N,286.01666666666665,220.61666666666667,353.4833333333333,282.3833333333333,225.30102646428617,157.59368534261907,294.7523467546495,225.75877308330783,426.1666666666667,297.9666666666667,519.9833333333333,404.29999999999995,426.1666666666667,297.9666666666667,519.9833333333333,404.29999999999995,295.0,226.0,369.0,286.0,262.908,217.782,354.392,280.94
05YY477E,414.1333333333334,212.38333333333335,424.31666666666666,308.30000000000007,280.4499595207231,62.29355709018396,289.6464546600107,180.38950054909256,991.0666666666668,300.2,953.9666666666666,558.85,991.0666666666668,300.2,953.9666666666666,558.85,290.0,223.0,360.0,293.0,264.10200000000003,217.4,351.814,284.01
06A9DLE9,298.4,217.93333333333334,371.05000000000007,286.2666666666667,220.31438152561867,134.94138482495273,295.0668108502153,214.30711184137616,468.7166666666667,299.65,568.4166666666666,422.46666666666664,468.7166666666667,299.65,568.4166666666666,422.46666666666664,295.0,227.0,372.0,287.0,260.68,219.476,359.50199999999995,284.2580000000001
06DP74KL,257.73333333333335,211.99999999999997,313.6666666666667,292.30000000000007,224.14724035890038,172.23987221605321,281.55747634846915,258.93858117140206,363.8833333333333,289.0999999999999,447.0,402.6166666666668,363.8833333333333,289.0999999999999,447.0,402.6166666666668,279.0,214.0,332.0,291.0,268.564,202.618,341.064,284.492
06DX0E7R,298.25,211.43333333333334,349.18333333333334,293.51666666666665,233.6659678100617,138.25420921983584,289.9543878443389,232.5668534752228,483.2,295.5833333333333,567.6333333333333,452.1,483.2,295.5833333333333,567.6333333333333,452.1,286.0,219.0,343.0,290.0,260.418,210.132,344.94199999999995,282.608
06U4DYFY,335.7777777777777,228.3611111111111,383.08333333333337,302.6111111111111,241.27005100427948,137.16142616086842,286.38022729459175,211.5625880896306,560.6666666666667,298.19444444444446,620.1111111111111,420.1666666666665,560.6666666666667,298.19444444444446,620.1111111111111,420.1666666666665,308.0,230.0,388.0,303.0,270.002,230.2,357.718,283.186
06WHVUPX,243.18333333333334,193.29999999999998,277.4166666666667,284.5666666666667,240.33937889179336,181.6563657598913,279.96561474366246,287.52532645237807,379.8333333333333,288.4166666666667,433.1833333333333,436.91666666666663,379.8333333333333,288.4166666666667,433.1833333333333,436.91666666666663,249.0,189.0,279.0,275.0,265.282,184.8,296.664,280.19
07924XF1,256.71666666666664,225.4333333333333,317.1000000000001,287.43333333333334,228.0084107299723,193.49942772958988,288.8410428201116,257.7567753236066,340.40000000000003,175.8833333333333,260.23333333333335,232.89999999999998,340.40000000000003,175.8833333333333,260.23333333333335,232.89999999999998,294.0,226.0,364.0,296.0,254.19799999999998,216.03400000000002,358.20599999999996,281.596
07BR8GMY,275.2666666666666,211.9333333333333,321.01666666666665,285.20000000000005,229.72311619639922,160.84714625209958,278.3281629867609,241.6864348606334,415.5666666666667,293.9666666666667,488.6,411.15000000000003,415.5666666666667,293.9666666666667,488.6,411.15000000000003,285.0,219.0,334.0,287.0,250.422,210.886,349.81199999999995,279.362
07CMT243,245.03333333333327,206.46666666666664,306.8666666666667,285.6333333333333,228.2973976228436,189.9584567584446,292.53858152773574,270.01482925790276,274.7333333333333,230.01666666666665,333.9166666666666,314.9166666666667,274.7333333333333,230.01666666666665,333.9166666666666,314.9166666666667,269.0,203.0,327.0,286.0,253.548,202.012,340.05199999999996,283.494
07RAHHYH,269.75,212.55,323.69999999999993,293.75,226.87006806415133,164.22802664692182,283.2796857412128,249.933544134924,388.6166666666667,293.5333333333333,467.53333333333336,408.8333333333333,388.6166666666667,293.5333333333333,467.53333333333336,408.8333333333333,287.0,217.0,341.0,291.0,253.38400000000001,206.88,347.8160000000001,277.938
07RPB2TU,317.16666666666663,210.66666666666666,359.9833333333333,296.01666666666665,243.80971194078467,118.23155828632436,292.5036665346345,223.93636038659443,589.05,270.5,589.8666666666667,432.98333333333335,589.05,270.5,589.8666666666667,432.98333333333335,281.0,220.0,340.0,291.0,261.42,205.506,343.256,276.50800000000004
07THBLHG,312.05,216.73333333333332,373.53333333333336,292.9833333333334,228.15742912368498,125.85921062565424,290.2130503205296,210.1294801724308,519.4,297.1,608.5166666666667,429.59999999999997,519.4,297.1,608.5166666666667,429.59999999999997,295.0,225.0,367.0,294.0,262.918,210.736,355.712,288.45
07UK1DPH,260.83333333333337,229.7,313.3666666666667,278.3833333333333,232.088483073421,199.44329459915352,284.8321279584372,250.56991888066682,341.9666666666667,294.98333333333335,409.81666666666666,363.3833333333333,341.9666666666667,294.98333333333335,409.81666666666666,363.3833333333333,301.0,229.0,367.0,295.0,258.55,224.778,356.45,285.238
07XXFHDK,258.91666666666663,211.35,315.71666666666664,283.76666666666665,226.66157355085434,172.8180529049095,284.9943289340945,253.11303494340353,378.16666666666663,290.7166666666666,456.18333333333334,402.05,378.16666666666663,290.7166666666666,456.18333333333334,402.05,279.0,212.0,334.0,292.0,261.142,208.932,345.8640000000001,284.308
085CYDEZ,249.0,197.43333333333334,290.81666666666666,279.3333333333333,233.41591132685156,171.8305189190231,279.886247669815,267.11603705382703,385.05,294.93333333333334,450.01666666666665,428.1166666666667,385.05,294.93333333333334,450.01666666666665,428.1166666666667,258.0,195.0,294.0,276.0,261.34000000000003,189.984,312.36,278.992
086114AT,231.70000000000002,188.25000000000003,258.8666666666667,275.6333333333333,239.92297117377262,184.08947898211701,273.8993986273807,291.70627772915765,376.3833333333334,284.0833333333333,414.05,423.8,376.3833333333334,284.0833333333333,414.05,423.8,242.0,183.0,259.0,267.0,265.476,178.40400000000002,285.988,282.178
086U18RD,256.1333333333333,216.6,310.0999999999999,290.81666666666666,227.79602554852852,185.9929563362212,284.85631881353487,262.4781681916236,349.73333333333335,294.4666666666667,427.3333333333333,390.95,349.73333333333335,294.4666666666667,427.3333333333333,390.95,280.0,213.0,343.0,292.0,251.97799999999998,209.884,348.154,284.324
08AT7TLH,265.8,216.8333333333333,319.5333333333333,281.1833333333334,235.6926210454616,186.8844125469946,289.7357810859301,252.84148987467574,343.1333333333333,284.1333333333334,413.65,364.0333333333333,343.1333333333333,284.1333333333334,413.65,364.0333333333333,297.0,221.0,364.0,290.0,260.856,229.48,358.94800000000004,287.754
08DNLREC,267.2,218.69999999999996,324.9833333333333,287.3666666666666,220.84921238405954,167.8175307983111,282.66763553473305,240.32755722881498,366.33333333333337,291.7333333333333,456.25,393.15,366.33333333333337,291.7333333333333,456.25,393.15,292.0,223.0,359.0,292.0,260.382,218.5,353.92400000000004,284.742
08EFDKZ6,261.52542372881356,215.79661016949154,307.271186440678,288.30508474576266,234.56287009494886,186.01962475368455,282.87171301123186,262.2689513792748,349.0508474576271,288.10169491525426,420.1525423728814,379.6949152542373,349.0508474576271,288.10169491525426,420.1525423728814,379.6949152542373,282.0,214.0,342.0,295.0,263.482,207.92200000000003,342.266,285.92400000000004
08FUB58A,364.26666666666665,209.1333333333333,379.58333333333337,301.8333333333333,275.515243087944,98.85579264701144,288.33631684518025,211.21568008558845,849.0833333333334,312.1333333333333,796.8166666666667,542.3000000000001,849.0833333333334,312.1333333333333,796.8166666666667,542.3000000000001,283.0,215.0,350.0,287.0,263.452,205.558,344.334,287.63
08GBDG8X,330.56666666666666,198.06666666666666,347.8166666666666,298.41666666666663,276.6674589555082,101.39831769052674,292.51991109289344,230.83833369740407,829.2333333333335,310.6333333333334,793.7166666666667,593.4333333333334,829.2333333333335,310.6333333333334,793.7166666666667,593.4333333333334,262.0,204.0,315.0,284.0,262.716,196.27200000000002,327.35,278.382
08J0E48V,251.89473684210532,234.97368421052627,293.2368421052632,280.05263157894734,240.08787627285147,221.9764891891074,282.7908121660049,268.8332596263372,310.86842105263156,280.7631578947369,360.6315789473684,340.8157894736842,310.86842105263156,280.7631578947369,360.6315789473684,340.8157894736842,288.0,218.0,336.0,286.0,261.22,211.72400000000002,347.492,282.6140000000001
08K0R9C4,256.7096774193549,247.74193548387098,288.7419354838709,282.741935483871,248.03053580390068,236.26788285365788,280.3163782480293,273.7649245333741,305.3548387096774,280.1290322580645,349.0967741935484,337.3548387096774,305.3548387096774,280.1290322580645,349.0967741935484,337.3548387096774,272.0,208.0,326.0,279.0,262.43,206.37400000000002,336.01199999999994,287.66
08K8VF33,240.12499999999997,218.225,281.40000000000003,281.90000000000003,233.2086246150293,207.73444932075327,276.00424778518476,274.4742067043476,322.3,286.0,374.99999999999994,371.0999999999999,322.3,286.0,374.99999999999994,371.0999999999999,266.0,202.0,314.0,282.0,266.322,195.748,320.182,281.616
08R2PTT1,363.28333333333325,220.2,409.24999999999994,304.51666666666665,236.98899760962942,99.47964831249823,291.84940846623334,189.80707404808345,665.5333333333332,305.2333333333333,628.1666666666666,395.2833333333332,665.5333333333332,305.2333333333333,628.1666666666666,395.2833333333332,303.0,230.0,376.0,301.0,256.29400000000004,226.258,345.728,280.698
08YLBTNH,279.1111111111111,254.1666666666666,317.0,291.3888888888889,245.4362916197009,219.44375401791638,283.8646425278659,257.78525792163,345.1666666666667,297.61111111111114,403.1111111111111,352.7777777777778,345.1666666666667,297.61111111111114,403.1111111111111,352.7777777777778,300.0,228.0,381.0,298.0,255.59799999999998,225.71599999999998,352.264,272.676
094UXV0J,263.46666666666664,227.53333333333333,304.7166666666667,285.7333333333334,239.54736562055112,202.1631853153337,280.335284452791,261.5141844521034,340.5,285.2666666666667,395.8666666666666,354.1333333333333,340.5,285.2666666666667,395.8666666666666,354.1333333333333,291.0,223.0,363.0,295.0,256.87,230.03799999999998,367.806,284.838
095EVLDD,265.06666666666666,212.93333333333334,331.26666666666665,290.1499999999999,221.9777345527659,168.37685337390664,289.2243489473638,246.10768115873668,367.0666666666666,292.23333333333335,457.9666666666667,394.79999999999995,367.0666666666666,292.23333333333335,457.9666666666667,394.79999999999995,287.0,217.0,358.0,297.0,262.004,211.222,360.42199999999997,280.09000000000003
096T,248.26666666666668,186.46666666666667,266.8833333333333,275.3,256.58922017131596,163.59244501905408,279.57856566990455,292.71993569847064,489.1333333333334,294.3666666666667,509.16666666666674,520.8833333333333,489.1333333333334,294.3666666666667,509.16666666666674,520.8833333333333,236.0,185.0,252.0,261.0,258.868,178.36,271.676,276.05
097LUBWX,266.22413793103453,231.551724137931,321.5862068965517,288.96551724137925,231.48688251873904,195.38031243321203,285.15966383747775,253.59688896572476,355.8448275862069,291.82758620689657,418.3793103448277,365.74137931034477,355.8448275862069,291.82758620689657,418.3793103448277,365.74137931034477,296.0,227.0,379.0,296.0,256.512,227.19,358.68199999999996,281.45599999999996
09AEBLZH,446.18333333333334,220.04999999999998,419.9333333333333,317.71666666666664,313.76457235687,65.53264541443617,293.02210876413295,188.11919713688556,1197.7666666666667,339.2333333333333,1060.133333333333,647.1166666666666,1197.7666666666667,339.2333333333333,1060.133333333333,647.1166666666666,288.0,225.0,349.0,284.0,251.83,208.188,349.754,283.3640000000001
09AKV10T,268.35,205.69999999999996,334.13333333333327,288.7666666666666,226.1607176442362,162.66278520100622,295.40376851849993,250.33679258549375,379.74999999999994,295.0,474.1166666666666,408.4833333333333,379.74999999999994,295.0,474.1166666666666,408.4833333333333,284.0,210.0,351.0,292.0,264.20599999999996,209.65400000000002,347.11,280.03200000000004
