ID,SSRT_mean,SSRT_integration,SSRT_omission,SSRT_replacement,mean_SSD,p_respond,max_RT,mean_go_RT,mean_stopfail_RT,omission_count,omission_rate,go_acc,stopfail_acc
67,81.72153846153844,115.0,115.0,115.0,275.0,0.723974358974359,1000.0,356.72153846153844,350.1774393483266,0,0.0,,
68,187.0430769230769,189.0,189.0,189.0,275.0,0.5726923076923077,1000.0,462.0430769230769,435.19901499888067,0,0.0,,
69,53.48307692307691,100.0,100.0,100.0,275.0,0.8138461538461539,1000.0,328.4830769230769,320.0088216761185,0,0.0,,
70,171.47076923076924,170.0,170.0,170.0,275.0,0.5433333333333333,1000.0,446.47076923076924,414.13520528551203,0,0.0,,
71,223.03846153846155,196.0,196.0,196.0,275.0,0.4464102564102564,1000.0,498.03846153846155,452.4666858127513,0,0.0,,
72,67.65384615384613,93.0,93.0,93.0,275.0,0.6992307692307692,1000.0,342.65384615384613,330.34433443344335,0,0.0,,
73,119.59692307692308,145.0,145.0,145.0,275.0,0.6574358974358975,1000.0,394.5969230769231,377.8894305772231,0,0.0,,
74,174.58153846153846,176.0,176.0,176.0,275.0,0.5591025641025641,1000.0,449.58153846153846,420.6097225407017,0,0.0,,
75,82.29692307692306,125.0,125.0,125.0,275.0,0.7583333333333333,1000.0,357.29692307692306,349.33220625528315,0,0.0,,
76,156.6446153846154,164.0,164.0,164.0,275.0,0.5702564102564103,1000.0,431.6446153846154,404.6151079136691,0,0.0,,
77,66.98615384615385,101.0,101.0,101.0,275.0,0.7373076923076923,1000.0,341.98615384615385,333.9450530342549,0,0.0,,
78,50.94461538461536,80.0,80.0,80.0,275.0,0.7297435897435898,1000.0,325.94461538461536,319.3805340829234,0,0.0,,
79,213.9891975308642,191.0,191.0,191.0,275.0,0.4642307692307692,1000.0,488.9891975308642,452.7525545429439,2,0.003076923076923077,,
80,171.80615384615385,177.0,177.0,177.0,275.0,0.5632051282051282,1000.0,446.80615384615385,419.641019804234,0,0.0,,
81,154.67692307692306,158.0,158.0,158.0,275.0,0.5624358974358974,1000.0,429.67692307692306,409.5217688625484,0,0.0,,
82,171.80739599383668,177.0,177.0,177.0,275.0,0.568076923076923,1000.0,446.8073959938367,419.4073572556985,1,0.0015384615384615385,,
83,170.88307692307694,191.0,191.0,191.0,275.0,0.6197435897435898,1000.0,445.88307692307694,426.56868018204386,0,0.0,,
84,75.62923076923079,102.0,102.0,102.0,275.0,0.696025641025641,1000.0,350.6292307692308,339.97421256216614,0,0.0,,
85,159.2153846153846,168.0,168.0,168.0,275.0,0.5735897435897436,1000.0,434.2153846153846,408.34510505140815,0,0.0,,
86,101.44153846153847,123.0,123.0,123.0,275.0,0.6506410256410257,1000.0,376.44153846153847,360.0977339901478,0,0.0,,
87,94.15692307692308,120.0,120.0,120.0,275.0,0.6707692307692308,1000.0,369.1569230769231,359.04243119266056,0,0.0,,
88,18.504615384615363,60.0,60.0,60.0,275.0,0.8288461538461539,1000.0,293.50461538461536,288.65970610982214,0,0.0,,
89,125.54769230769233,147.0,147.0,147.0,275.0,0.6705128205128205,1000.0,400.54769230769233,382.4189292543021,0,0.0,,
90,65.97846153846154,102.0,102.0,102.0,275.0,0.7505128205128205,1000.0,340.97846153846154,333.86624530235736,0,0.0,,
91,158.73692307692306,162.0,162.0,162.0,275.0,0.5666666666666667,1000.0,433.73692307692306,417.4970588235294,0,0.0,,
92,118.23076923076923,147.0,147.0,147.0,275.0,0.6852564102564103,1000.0,393.2307692307692,380.46304957904584,0,0.0,,
93,171.05384615384617,170.0,170.0,170.0,275.0,0.5496153846153846,1000.0,446.05384615384617,418.01796127828317,0,0.0,,
94,228.0846153846154,209.0,209.0,209.0,275.0,0.4973076923076923,1000.0,503.0846153846154,456.61794276875486,0,0.0,,
95,192.5769230769231,194.0,194.0,194.0,275.0,0.5365384615384615,1000.0,467.5769230769231,436.40454002389487,0,0.0,,
96,147.47076923076924,172.0,172.0,172.0,275.0,0.6352564102564102,1000.0,422.47076923076924,405.9065590312815,0,0.0,,
97,140.05846153846153,158.0,158.0,158.0,275.0,0.6198717948717949,1000.0,415.05846153846153,394.93278179937954,0,0.0,,
98,214.02153846153846,195.0,195.0,195.0,275.0,0.4705128205128205,1000.0,489.02153846153846,448.99455040871936,0,0.0,,
99,304.42301710730953,233.0,233.0,233.0,275.0,0.321025641025641,1000.0,579.4230171073095,501.0854632587859,7,0.010769230769230769,,
100,79.68153846153848,108.0,108.0,108.0,275.0,0.693974358974359,1000.0,354.6815384615385,346.91187881027156,0,0.0,,
101,207.12461538461537,204.0,204.0,204.0,275.0,0.5371794871794872,1000.0,482.12461538461537,441.66825775656326,0,0.0,,
102,310.77329192546586,244.0,247.0,247.0,275.0,0.3578205128205128,1000.0,585.7732919254659,507.07237549265494,6,0.009230769230769232,,
103,117.28615384615387,144.0,144.0,144.0,275.0,0.666923076923077,1000.0,392.28615384615387,376.0094194540561,0,0.0,,
104,170.15384615384613,180.0,180.0,180.0,275.0,0.6,1000.0,445.15384615384613,414.22222222222223,0,0.0,,
105,82.89692307692309,108.0,108.0,108.0,275.0,0.6916666666666667,1000.0,357.8969230769231,345.8253938832252,0,0.0,,
106,107.39230769230767,126.0,126.0,126.0,275.0,0.6392307692307693,1000.0,382.39230769230767,367.17910148415564,0,0.0,,
107,122.35384615384618,140.0,140.0,140.0,275.0,0.6444871794871795,1000.0,397.3538461538462,382.46946488959617,0,0.0,,
108,212.18981481481484,189.0,190.0,190.0,275.0,0.4646153846153846,1000.0,487.18981481481484,454.2323399558499,2,0.003076923076923077,,
109,193.58923076923077,186.0,186.0,186.0,275.0,0.5280769230769231,1000.0,468.58923076923077,429.53678077203205,0,0.0,,
110,376.19318181818187,252.0,261.0,261.0,275.0,0.24397435897435898,1000.0,651.1931818181819,528.6810299527062,34,0.052307692307692305,,
111,90.75846153846152,118.0,118.0,118.0,275.0,0.6928205128205128,1000.0,365.7584615384615,357.2840488527017,0,0.0,,
112,153.5953846153846,172.0,172.0,172.0,275.0,0.597948717948718,1000.0,428.5953846153846,407.4731989708405,0,0.0,,
113,127.12,144.0,144.0,144.0,275.0,0.6107692307692307,1000.0,402.12,391.77350965575147,0,0.0,,
114,40.355384615384594,71.0,71.0,71.0,275.0,0.7588461538461538,1000.0,315.3553846153846,312.0501773948302,0,0.0,,
