,standard,standard,standard,standard,guesses,guesses,guesses,guesses,graded_go,graded_go,graded_go,graded_go,graded_both,graded_both,graded_both,graded_both,fixed,fixed,fixed,fixed,tracking,tracking,tracking,tracking
underlying distribution,graded_both,graded_go,guesses,standard,graded_both,graded_go,guesses,standard,graded_both,graded_go,guesses,standard,graded_both,graded_go,guesses,standard,graded_both,graded_go,guesses,standard,graded_both,graded_go,guesses,standard
NARGUID,,,,,,,,,,,,,,,,,,,,,,,,
2VGT219A,339.8666666666667,240.58333333333334,434.5666666666666,307.4666666666667,222.53629979115976,122.56007743736994,305.934722816645,195.18424666504788,511.51666666666665,323.9,661.6833333333334,439.38333333333327,511.51666666666665,323.9,661.6833333333334,439.38333333333327,329.0,248.0,425.0,306.0,280.534,254.622,393.19,291.05
2W7FBDN4,265.925,243.22500000000005,286.1,278.9,262.97499999999997,241.65954523904864,284.4422618968706,278.33106981129333,319.9999999999999,302.15000000000003,362.72499999999997,358.02500000000003,319.9999999999999,302.15000000000003,362.72499999999997,358.02500000000003,271.0,204.0,310.0,288.0,281.422,201.75599999999997,335.45,297.632
2XDH23JX,222.15000000000003,200.13333333333338,234.88333333333335,261.25000000000006,258.09411526541277,223.9314822531901,274.8895641003519,313.3371788350556,312.3833333333333,277.0166666666667,331.6333333333333,358.6,312.3833333333333,277.0166666666667,331.6333333333333,358.6,222.0,175.0,234.0,253.0,255.928,172.024,264.41200000000003,275.996
324JE1UG,275.06666666666666,195.48333333333335,324.25,268.7833333333333,210.24690211828178,117.7912221401395,263.1948099566458,204.58695015924314,450.80000000000007,268.71666666666664,516.25,398.33333333333337,450.80000000000007,268.71666666666664,516.25,398.33333333333337,263.0,203.0,319.0,268.0,233.812,194.628,308.312,254.49400000000003
32M7D88U,259.8,205.16666666666666,292.51666666666665,297.5666666666667,244.2217628489925,180.25995025843937,280.8539285277076,282.1597306796694,398.45000000000005,293.84999999999997,450.78333333333336,429.38333333333327,398.45000000000005,293.84999999999997,450.78333333333336,429.38333333333327,266.0,204.0,304.0,293.0,272.396,198.608,328.67,290.66
32ZL36Y0,235.0,206.95,277.83333333333337,270.71666666666664,232.3202881282774,201.237646614126,278.32807466247124,270.90065219200426,323.21666666666664,280.33333333333337,376.9333333333334,373.55,323.21666666666664,280.33333333333337,376.9333333333334,373.55,259.0,198.0,290.0,275.0,266.66200000000003,192.264,311.454,287.006
34BZY5KP,194.14999999999998,,162.5,,404.13339306883796,,256.17404079437574,,696.1166666666666,,530.0166666666668,,696.1166666666666,,530.0166666666668,,146.0,106.0,122.0,183.0,204.886,129.99,166.252,237.78400000000002
350C,242.81666666666666,192.25,299.3666666666667,269.7,209.81619711171174,150.64083514936215,268.73244544562425,237.14842392139835,353.26666666666665,269.8333333333333,434.20000000000005,384.93333333333334,353.26666666666665,269.8333333333333,434.20000000000005,384.93333333333334,261.0,198.0,313.0,271.0,241.65,195.296,311.916,258.818
352NLM92,231.25000000000003,194.25,282.8571428571429,252.35714285714283,201.6278017620059,161.33465589905845,254.34713277897012,223.05909303798458,304.75000000000006,254.28571428571428,368.2857142857143,322.3214285714285,304.75000000000006,254.28571428571428,368.2857142857143,322.3214285714285,256.0,194.0,318.0,258.0,212.972,183.174,301.434,251.27599999999998
35KNHNNM,266.1333333333333,240.20000000000002,300.1666666666667,283.6333333333334,254.61528463536186,226.76321728048435,289.6211153428923,273.37243881473273,330.16666666666663,292.0,369.13333333333327,350.4333333333334,330.16666666666663,292.0,369.13333333333327,350.4333333333334,284.0,221.0,335.0,292.0,266.422,208.06400000000002,352.282,291.19
35ZTAGD8,273.23333333333323,168.89999999999998,270.1833333333333,265.0999999999999,270.9804658891512,99.17263325775453,263.6927317043262,257.18550634824186,748.7999999999997,280.5666666666666,671.0833333333333,617.1499999999999,748.7999999999997,280.5666666666666,671.0833333333333,617.1499999999999,218.0,168.0,234.0,240.0,242.198,164.248,252.928,257.98
37MKKJBX,271.80000000000007,225.13333333333335,341.48333333333335,288.5166666666666,229.23274831982746,180.16284634534566,298.32314651363225,249.06516679668204,373.0166666666666,299.4333333333334,466.1666666666667,392.3,373.0166666666666,299.4333333333334,466.1666666666667,392.3,299.0,231.0,375.0,296.0,269.458,223.90400000000002,350.606,286.1040000000001
385XPJ9D,234.57142857142856,206.55102040816325,288.3265306122448,271.0408163265306,218.72148090991973,187.22182769217903,273.6271091151836,255.24141834471513,320.8367346938775,277.2448979591836,383.0,361.10204081632645,320.8367346938775,277.2448979591836,383.0,361.10204081632645,260.0,202.0,309.0,273.0,248.672,191.296,317.79400000000004,265.846
38MDKPJC,226.6,187.98333333333326,263.6333333333334,265.29999999999995,217.0885415798429,177.65934136599554,258.12808355439614,258.7668009415552,308.0,267.21666666666664,368.01666666666665,367.0,308.0,267.21666666666664,368.01666666666665,367.0,252.0,192.0,291.0,266.0,243.66,184.99,306.572,262.32599999999996
38RT7JJA,273.0909090909091,232.81818181818187,313.18181818181824,272.4545454545455,231.83896576049233,190.10533248473206,274.9384196567262,233.58864993584905,353.5454545454546,293.2727272727273,429.0000000000001,362.63636363636374,353.5454545454546,293.2727272727273,429.0000000000001,362.63636363636374,288.0,219.0,356.0,285.0,250.45800000000003,207.27599999999998,350.19800000000004,280.20599999999996
38T88Z04,247.3777777777778,191.93333333333334,263.15555555555557,243.37777777777782,228.76477113179257,153.39337402406218,243.5688509581667,216.63909556313956,465.77777777777794,250.24444444444444,430.4888888888889,351.46666666666664,465.77777777777794,250.24444444444444,430.4888888888889,351.46666666666664,234.0,176.0,271.0,244.0,206.53599999999997,163.56,265.524,238.05
3933Z8FN,266.7,217.13333333333335,313.6833333333333,283.05,223.7426709705571,171.0149931910137,275.03598103924344,240.19580106183187,362.0666666666666,287.9333333333332,444.15000000000003,378.03333333333325,362.0666666666666,287.9333333333332,444.15000000000003,378.03333333333325,285.0,217.0,345.0,285.0,261.714,204.862,345.654,267.88
396JNWVX,278.45,228.1833333333333,337.3333333333334,295.20000000000005,232.40225464991468,181.08828262581852,289.9805311524676,248.91557514805896,375.9833333333333,294.0,453.6333333333333,381.3666666666667,375.9833333333333,294.0,453.6333333333333,381.3666666666667,296.0,225.0,379.0,302.0,259.66,220.678,368.39,288.6860000000001
3A2DLZTM,289.2,247.23333333333332,345.5166666666667,297.6666666666667,248.74019223441883,205.05225491480633,305.29883500505906,259.6745888827213,381.5333333333333,309.95,459.40000000000003,391.73333333333335,381.5333333333333,309.95,459.40000000000003,391.73333333333335,316.0,248.0,396.0,304.0,279.954,237.98200000000003,375.338,296.014
3BF8GG8A,274.25,234.33333333333334,340.1666666666667,306.26666666666665,244.50639574093057,202.99788496657513,309.2774329568576,276.5990580923936,365.76666666666665,309.5666666666667,450.9833333333333,406.4333333333334,365.76666666666665,309.5666666666667,450.9833333333333,406.4333333333334,300.0,237.0,376.0,307.0,283.704,225.504,382.418,300.608
3BJF2R7E,334.54999999999995,215.45,391.83333333333337,292.71666666666664,221.76396476234035,102.90749243324672,286.89015984188234,188.35757951606456,564.8333333333334,301.5166666666667,674.5666666666667,442.31666666666666,564.8333333333334,301.5166666666667,674.5666666666667,442.31666666666666,300.0,225.0,365.0,297.0,258.062,221.118,355.004,275.434
3CVWRF42,243.8833333333333,200.86666666666667,303.8999999999999,281.8833333333333,218.7471999591981,174.03498994333077,280.25713345906644,256.1610700561695,353.34999999999997,286.0666666666666,429.74999999999994,392.8666666666666,353.34999999999997,286.0666666666666,429.74999999999994,392.8666666666666,266.0,205.0,327.0,286.0,258.382,192.774,332.244,277.656
3DAYG47D,228.8813559322034,204.32203389830508,263.0677966101695,259.45762711864404,211.9774229570969,185.57415751316103,249.46609574171094,243.96951491984947,305.91525423728814,263.77966101694915,359.0508474576272,341.01694915254234,305.91525423728814,263.77966101694915,359.0508474576272,341.01694915254234,260.0,198.0,306.0,267.0,232.382,186.106,304.712,263.276
3ENJ6K37,223.79999999999998,186.88333333333333,266.1666666666667,266.51666666666665,219.56171167109693,176.3944967050349,264.5075437590818,263.30700475628714,330.98333333333335,270.0,389.0833333333334,379.31666666666666,330.98333333333335,270.0,389.0833333333334,379.31666666666666,243.0,187.0,278.0,260.0,251.97400000000002,180.7,293.492,270.036
3EX0WR8L,346.8666666666666,212.29999999999998,394.5,300.5333333333333,246.2455252327642,95.94798584958029,294.10427884241784,196.92445455805392,715.6000000000001,308.8333333333333,768.1666666666666,493.76666666666665,715.6000000000001,308.8333333333333,768.1666666666666,493.76666666666665,283.0,222.0,357.0,292.0,261.28,212.484,351.244,281.56
3G3BC6PP,356.6166666666667,203.09999999999997,365.0166666666667,306.18333333333334,293.5851269817146,86.04124162396613,303.0279541387413,234.56288378604748,969.3000000000001,320.85,931.6500000000001,682.9166666666666,969.3000000000001,320.85,931.6500000000001,682.9166666666666,269.0,207.0,320.0,285.0,272.012,195.72799999999998,328.394,289.238
3HFPA2R0,329.7,223.95,388.1166666666667,319.46666666666675,249.18947870784268,138.13298001665567,311.3076470170311,239.97943794785584,558.2333333333333,327.04999999999995,665.7499999999999,499.7166666666667,558.2333333333333,327.04999999999995,665.7499999999999,499.7166666666667,308.0,232.0,371.0,315.0,286.028,227.548,389.5,306.082
3HV5ZJLJ,319.59999999999997,197.23333333333335,344.79999999999995,283.06666666666666,244.9815551695403,95.79436581519685,273.3792681982583,204.96377545121376,661.1666666666665,282.29999999999995,658.3666666666666,483.9333333333332,661.1666666666665,282.29999999999995,658.3666666666666,483.9333333333332,266.0,203.0,317.0,271.0,247.204,195.308,311.57599999999996,263.562
3JZ6Y396,216.9333333333333,181.69999999999996,227.76666666666662,273.8666666666667,251.16097197052213,204.50687456742426,265.83242658641933,332.3703696926267,318.7833333333333,276.1166666666666,336.75,384.71666666666664,318.7833333333333,276.1166666666666,336.75,384.71666666666664,224.0,170.0,234.0,254.0,253.3,172.49200000000002,262.262,277.724
3LA2YW3R,280.26666666666665,207.36666666666667,332.26666666666665,291.78333333333336,228.1746633915799,148.48591268805913,286.1200315455352,240.33496614491483,435.91666666666663,297.5166666666667,525.2833333333333,434.8166666666667,435.91666666666663,297.5166666666667,525.2833333333333,434.8166666666667,281.0,215.0,332.0,289.0,253.4,206.582,339.472,273.18
3MDCH394,281.0833333333333,192.89999999999995,301.95,298.9,259.4658958448262,143.93846103850726,286.6115442599396,278.7141514599406,562.7833333333333,300.38333333333327,589.7166666666666,549.2,562.7833333333333,300.38333333333327,589.7166666666666,549.2,258.0,195.0,287.0,284.0,273.59000000000003,197.72799999999998,310.634,292.53
3MFBHV8Y,264.0333333333333,225.01666666666668,303.35,296.2999999999999,255.02237706592877,213.70099153529307,300.47749442972685,292.8508297072226,365.20000000000005,307.75,429.6166666666667,419.23333333333323,365.20000000000005,307.75,429.6166666666667,419.23333333333323,279.0,216.0,317.0,297.0,286.582,211.48,344.908,302.092
3P7CNL7H,268.2,195.26666666666665,328.0333333333333,258.3333333333333,195.99632046037672,107.44536994992004,255.91815686704814,187.24668663789922,418.40000000000003,266.15,509.2333333333333,383.15000000000003,418.40000000000003,266.15,509.2333333333333,383.15000000000003,260.0,206.0,322.0,260.0,227.34400000000002,183.824,313.228,247.218
3P7MECT8,311.6,224.16666666666669,374.5666666666667,320.7666666666667,255.81644329643558,156.43713778641538,318.74547386720343,265.09331080467416,539.65,330.40000000000003,636.5333333333333,520.5166666666665,539.65,330.40000000000003,636.5333333333333,520.5166666666665,296.0,227.0,364.0,314.0,300.70599999999996,227.608,381.116,319.5320000000001
3PNCV5A7,269.952380952381,233.52380952380946,309.9761904761905,283.16666666666663,251.4704513161598,215.4523044850882,293.10884148585944,266.8974857746273,332.9047619047619,291.8095238095238,390.07142857142856,362.35714285714283,332.9047619047619,291.8095238095238,390.07142857142856,362.35714285714283,294.0,222.0,357.0,290.0,262.86,211.53599999999997,358.1,294.338
3R6TY43Y,263.01785714285717,231.28571428571433,304.375,291.0714285714286,246.26530418178723,213.24820989840006,288.96679741515123,274.14436980742124,341.58928571428584,292.875,399.2321428571428,378.14285714285717,341.58928571428584,292.875,399.2321428571428,378.14285714285717,284.0,219.0,345.0,300.0,273.4,217.324,362.18,293.362
3RXJAR68,254.06666666666663,200.81666666666666,300.4666666666667,276.95,221.6398349782839,161.66777379039215,272.07637174836043,245.05001623774638,364.13333333333327,277.06666666666666,439.35,389.8666666666666,364.13333333333327,277.06666666666666,439.35,389.8666666666666,267.0,198.0,316.0,279.0,244.37,192.016,319.51,269.134
3T4N9EJD,286.5833333333333,237.11666666666667,335.4166666666667,308.93333333333334,253.73487761291804,203.75232702158888,306.2603151337375,277.0801401524395,374.70000000000005,314.26666666666665,451.80000000000007,402.5666666666667,374.70000000000005,314.26666666666665,451.80000000000007,402.5666666666667,314.0,234.0,372.0,310.0,280.216,228.96599999999998,390.18,311.1380000000001
3VU4N68P,300.4,238.33333333333331,367.98333333333335,305.9833333333333,233.65318804144187,169.64434877997735,303.2992054316851,240.65703167560378,425.1333333333333,313.6333333333333,531.7166666666666,418.55,425.1333333333333,313.6333333333333,531.7166666666666,418.55,315.0,242.0,390.0,308.0,276.25,235.53799999999998,385.48800000000006,284.372
3XKBVA63,228.4827586206897,213.98275862068965,260.06896551724134,269.34482758620686,235.3335251084921,217.9964148440551,269.5012145881099,279.66899647399083,307.08620689655174,282.93103448275866,346.7068965517241,353.1896551724138,307.08620689655174,282.93103448275866,346.7068965517241,353.1896551724138,244.0,188.0,270.0,267.0,261.848,181.62400000000002,289.96,283.10200000000003
3XW4NJJV,254.6949152542373,214.864406779661,308.1186440677966,277.89830508474574,221.95048716393293,179.73936806540974,276.80920855870784,244.25007880898335,336.3898305084746,277.4237288135593,412.54237288135596,361.40677966101697,336.3898305084746,277.4237288135593,412.54237288135596,361.40677966101697,278.0,213.0,347.0,289.0,249.49,211.316,337.152,262.09000000000003
3ZHPLD0X,271.85,225.40000000000003,327.25000000000006,288.51666666666665,226.98781276825025,179.44604224286132,282.91129533434474,243.5928279670016,352.3999999999999,292.26666666666665,432.04999999999995,370.90000000000003,352.3999999999999,292.26666666666665,432.04999999999995,370.90000000000003,306.0,228.0,384.0,297.0,246.302,226.504,363.05,281.328
40AA6KX2,276.1186440677966,248.3728813559322,329.7457627118644,302.1694915254237,249.83616670912727,221.82706931287498,304.17583763050675,277.53021474218224,351.5593220338984,311.4067796610169,422.2881355932203,383.30508474576266,351.5593220338984,311.4067796610169,422.2881355932203,383.30508474576266,312.0,243.0,389.0,313.0,275.534,230.22799999999998,395.458,298.394
40LJLRZD,245.78333333333333,201.75,298.65,263.74999999999994,200.8670865521028,155.32623671138606,255.57966257658157,218.80603650255281,324.3333333333333,266.41666666666663,404.04999999999995,343.4333333333333,324.3333333333333,266.41666666666663,404.04999999999995,343.4333333333333,281.0,212.0,352.0,276.0,229.292,205.002,312.796,264.11400000000003
41FZ,377.4,220.4333333333333,430.9333333333332,318.06666666666666,258.9172907260539,87.9974931918961,305.03468734104666,201.9658832100632,784.1999999999998,322.3333333333333,863.1666666666665,557.0999999999999,784.1999999999998,322.3333333333333,863.1666666666665,557.0999999999999,304.0,229.0,377.0,304.0,284.422,229.688,387.69,299.9
42425KF9,316.6333333333333,202.85000000000002,360.7333333333334,281.15,226.23170250059766,109.78115134583632,272.5860081518997,194.09749884409496,570.95,280.73333333333323,605.0000000000001,418.91666666666674,570.95,280.73333333333323,605.0000000000001,418.91666666666674,279.0,212.0,351.0,279.0,242.298,201.146,334.336,266.14599999999996
43TD8G0E,305.26666666666665,240.39999999999998,390.3999999999999,303.59999999999997,223.05718636637766,159.8327280266212,305.25247949601265,223.29707767121175,423.26666666666654,316.8833333333333,548.0999999999999,407.6166666666666,423.26666666666654,316.8833333333333,548.0999999999999,407.6166666666666,319.0,247.0,414.0,307.0,279.862,246.116,389.76199999999994,304.802
464X4LJP,243.98333333333332,205.99999999999994,283.75,280.36666666666673,238.4333333333333,194.79474199854474,281.645920722395,277.5956809651577,347.3,286.55000000000007,398.65,393.85,347.3,286.55000000000007,398.65,393.85,257.0,196.0,293.0,277.0,267.48,191.46,315.79,281.156
469WWLEH,286.04999999999995,196.66666666666666,323.65,278.6833333333334,233.9072306087972,122.71245684098486,274.8280333648243,227.18328214170884,530.9,289.5333333333333,578.4166666666665,458.9999999999999,530.9,289.5333333333333,578.4166666666665,458.9999999999999,263.0,208.0,314.0,271.0,249.544,193.032,317.308,277.438
46VZ,280.175,186.875,290.875,275.325,258.92514375853654,126.60746470855103,274.7660926820125,249.04950053406415,636.2750000000001,294.875,617.825,528.6,636.2750000000001,294.875,617.825,528.6,242.0,186.0,270.0,262.0,252.102,181.44799999999998,282.0180000000001,267.722
48RC3H1N,374.58333333333326,243.6333333333333,438.5333333333333,337.68333333333334,265.8868244988536,136.70544826204318,326.96300728148344,233.82929210863304,694.8000000000001,341.4333333333333,799.9166666666666,533.2833333333333,694.8000000000001,341.4333333333333,799.9166666666666,533.2833333333333,331.0,252.0,416.0,332.0,305.366,250.178,420.12800000000004,320.2920000000001
48X5Y,241.34999999999997,204.76666666666662,284.44999999999993,284.18333333333334,233.93916885527668,191.5468880771453,280.66008566148093,279.8166666666666,347.21666666666664,284.61666666666656,407.24999999999994,399.23333333333323,347.21666666666664,284.61666666666656,407.24999999999994,399.23333333333323,256.0,197.0,296.0,278.0,268.958,191.524,315.02,290.344
49YTZ5Z4,265.09999999999997,228.9833333333333,311.65,293.6,246.4892292360613,206.04310526677764,292.77541814031366,275.9465789424714,361.1833333333333,302.23333333333335,422.6,403.8666666666667,361.1833333333333,302.23333333333335,422.6,403.8666666666667,283.0,223.0,337.0,293.0,280.522,213.64,351.06,290.824
4BB6Z0VU,236.91379310344826,202.12068965517244,266.844827586207,280.8275862068966,242.46199772590168,202.92413237887953,277.9400042263331,295.33709711633855,345.5862068965518,290.5689655172414,390.46551724137936,407.24137931034494,345.5862068965518,290.5689655172414,390.46551724137936,407.24137931034494,248.0,193.0,275.0,275.0,272.236,189.14,299.546,287.89799999999997
4BKN34GB,280.6166666666666,241.14999999999998,314.96666666666664,308.7166666666667,270.32498055235124,227.49118727779043,306.5410067518758,300.64584135056646,369.70000000000005,314.8166666666666,432.58333333333337,420.4166666666667,369.70000000000005,314.8166666666666,432.58333333333337,420.4166666666667,297.0,226.0,345.0,311.0,298.93,218.916,365.836,316.062
4DPTUVZ7,310.03333333333336,204.2,340.90000000000003,311.78333333333325,272.01133688150713,132.05323607862744,303.69822303440156,270.19008049645305,694.5333333333334,319.5666666666666,726.6999999999999,609.5166666666665,694.5333333333334,319.5666666666666,726.6999999999999,609.5166666666665,272.0,212.0,315.0,297.0,280.07599999999996,205.392,337.01599999999996,303.168
4EKBZJTW,266.13333333333327,206.66666666666666,300.2166666666667,308.15,271.0681419370733,190.38983643006978,311.22763242746464,320.7601209757035,500.34999999999997,319.73333333333335,545.55,552.3833333333332,500.34999999999997,319.73333333333335,545.55,552.3833333333332,262.0,200.0,292.0,298.0,292.83,204.53400000000002,317.656,312.72
4G19G9J8,256.18333333333334,221.45,288.45,283.9833333333333,245.33570176432485,208.70385689726123,278.9668139102335,273.71870807225866,320.71666666666664,277.3333333333333,370.1166666666667,356.34999999999997,320.71666666666664,277.3333333333333,370.1166666666667,356.34999999999997,273.0,215.0,334.0,288.0,260.298,203.318,341.082,279.63800000000003
4GG3D33R,255.58333333333334,226.5333333333333,292.79999999999995,294.36666666666656,260.1813117088237,229.71539111945458,300.9872246164778,308.5934056413895,356.0,313.31666666666666,400.09999999999997,415.4333333333333,356.0,313.31666666666666,400.09999999999997,415.4333333333333,266.0,208.0,302.0,299.0,292.85400000000004,204.708,322.30400000000003,315.64
4H9VPPWC,235.98333333333332,207.68333333333334,274.9166666666667,272.6833333333333,232.2624705309304,198.58086685250686,272.12491433802313,271.42350123752254,322.5666666666666,279.8333333333333,368.3666666666667,364.83333333333326,322.5666666666666,279.8333333333333,368.3666666666667,364.83333333333326,252.0,197.0,288.0,271.0,250.95,186.792,303.368,276.958
4K2HKN0K,302.03333333333325,238.64999999999998,370.78333333333325,311.1666666666666,233.7669415089423,167.88572481602588,303.2287639054036,240.19107849468412,434.7166666666666,321.84999999999997,542.6499999999997,427.2166666666666,434.7166666666666,321.84999999999997,542.6499999999997,427.2166666666666,315.0,240.0,396.0,312.0,281.768,249.698,407.03,307.982
4LPXB23R,289.2833333333333,242.96666666666664,338.3333333333333,313.00000000000006,258.92032216613273,208.64508382538853,307.0459598728572,280.9474716372901,407.01666666666665,316.8,473.8166666666666,413.0666666666666,407.01666666666665,316.8,473.8166666666666,413.0666666666666,310.0,235.0,370.0,309.0,280.622,228.894,388.714,310.492
4NNE3HU8,302.46666666666675,224.48333333333332,356.25,313.81666666666666,258.6435745420413,160.71256528389966,312.92981965163324,270.95047311633834,523.1,322.78333333333336,603.35,515.45,523.1,322.78333333333336,603.35,515.45,292.0,226.0,349.0,309.0,293.986,218.146,363.98,312.978
4P3K4E3R,247.5833333333333,208.9,308.4499999999999,279.76666666666665,209.20396669473908,169.34313368053165,268.7997149408574,237.67413521307301,327.44999999999993,274.13333333333327,404.04999999999995,348.6166666666667,327.44999999999993,274.13333333333327,404.04999999999995,348.6166666666667,282.0,218.0,356.0,287.0,235.774,202.78599999999997,335.4840000000001,263.19599999999997
4P46R5XT,304.83333333333337,223.83333333333331,366.6666666666667,307.3666666666667,244.00621556162417,157.2923894480431,307.0253106884322,247.7083090750622,479.7,310.93333333333334,575.0000000000001,450.3666666666666,479.7,310.93333333333334,575.0000000000001,450.3666666666666,305.0,229.0,372.0,307.0,285.7680000000001,221.46200000000002,387.12,300.834
4P9B9PGN,307.15,249.63333333333333,388.6,315.73333333333335,229.94133868501712,172.65204094527596,308.5833333333334,239.50214469064994,404.56666666666666,317.1333333333333,523.5,407.65,404.56666666666666,317.1333333333333,523.5,407.65,328.0,256.0,433.0,321.0,278.092,247.84799999999998,399.064,296.978
4RW0XZTG,340.8,279.16666666666663,409.1,366.05,299.91441123506974,237.57236541372896,365.84272689141727,325.39240489615383,453.46666666666664,375.99999999999994,543.1833333333334,487.53333333333336,453.46666666666664,375.99999999999994,543.1833333333334,487.53333333333336,363.0,269.0,450.0,367.0,357.466,279.644,496.43,368.05800000000005
4TX1YAGG,273.15,215.53333333333336,328.7,285.50000000000006,232.4648045609532,173.17382428088396,288.97062438797565,247.97042441655725,380.3833333333334,290.74999999999994,461.73333333333335,396.8999999999999,380.3833333333334,290.74999999999994,461.73333333333335,396.8999999999999,294.0,217.0,356.0,289.0,257.942,219.264,358.588,278.048
4V78W98J,270.45000000000005,213.89999999999998,340.58333333333337,292.38333333333344,216.18896112879978,155.6384650891608,287.7558574379156,237.5825465767338,378.7833333333333,291.98333333333335,485.54999999999995,406.35,378.7833333333333,291.98333333333335,485.54999999999995,406.35,289.0,222.0,355.0,296.0,261.774,215.762,350.55800000000005,280.23
4VUZUGXU,301.46666666666664,221.09999999999997,342.75,316.4833333333333,265.744901087741,166.96334912422782,313.73655339128976,281.2054741479933,558.6666666666666,334.88333333333327,627.4,543.4999999999999,558.6666666666666,334.88333333333327,627.4,543.4999999999999,287.0,224.0,332.0,305.0,300.932,211.636,357.75800000000004,310.708
4W2U0GZN,287.09999999999997,238.05,331.20000000000005,315.2166666666667,261.3456286545728,213.03064034191706,306.2952374755364,289.9975158650883,366.03333333333336,309.5333333333333,430.6166666666666,404.7833333333333,366.03333333333336,309.5333333333333,430.6166666666666,404.7833333333333,318.0,237.0,385.0,311.0,285.812,234.09799999999998,401.25199999999995,311.622
4WU2W91W,393.9833333333333,205.6833333333333,383.90000000000003,308.6666666666666,296.5316953391665,70.97194155615551,288.5168632885883,208.55799819416015,1072.0666666666666,323.1666666666667,984.7666666666665,660.9499999999999,1072.0666666666666,323.1666666666667,984.7666666666665,660.9499999999999,279.0,209.0,325.0,292.0,260.878,202.31400000000002,332.74800000000005,289.682
4X3B9V7E,230.939393939394,222.45454545454544,275.6363636363636,257.4545454545455,215.2466680236643,206.1881657122156,260.8495864403347,243.82200041642227,286.96969696969694,269.0606060606061,334.7878787878788,319.6363636363637,286.96969696969694,269.0606060606061,334.7878787878788,319.6363636363637,265.0,205.0,328.0,268.0,237.73200000000003,197.148,307.976,259.25
4XEMVP0N,274.81666666666666,215.1333333333333,344.7333333333333,296.5333333333333,215.65484562901045,151.66600630589312,286.68333333333334,236.71105974906504,379.08333333333326,292.31666666666655,481.63333333333327,405.8666666666667,379.08333333333326,292.31666666666655,481.63333333333327,405.8666666666667,293.0,224.0,367.0,300.0,268.052,217.02,359.444,289.54
4XF3MZ2T,420.3666666666667,212.23333333333335,412.09999999999997,331.9,318.01677869540146,51.06375937358932,310.29139326323406,225.3188051749627,1208.8000000000002,304.0,1153.0333333333333,758.2666666666667,1208.8000000000002,304.0,1153.0333333333333,758.2666666666667,290.0,219.0,347.0,301.0,287.5320000000001,223.22400000000002,368.092,302.592
4XK3J70P,258.2363636363636,228.38181818181815,300.30909090909086,289.49090909090904,243.45099743670906,212.00027328789199,287.40165606259717,276.5146221083022,334.27272727272725,291.6,388.78181818181827,366.2363636363636,334.27272727272725,291.6,388.78181818181827,366.2363636363636,284.0,216.0,336.0,287.0,265.704,209.076,347.362,285.07
4XT06HUA,289.9666666666667,221.05,338.19999999999993,295.73333333333335,242.132739197137,167.34469209108792,292.64851036741567,251.96026248443056,430.8,304.03333333333336,509.20000000000005,429.50000000000006,430.8,304.03333333333336,509.20000000000005,429.50000000000006,295.0,228.0,347.0,298.0,269.73400000000004,219.916,358.17400000000004,294.44599999999997
4XTDZ6WT,267.0,183.26666666666665,299.56666666666666,271.76666666666665,232.04269494798783,122.61551338966353,267.7990214871384,234.8575315546972,504.81666666666666,278.56666666666666,541.85,462.7666666666667,504.81666666666666,278.56666666666666,541.85,462.7666666666667,244.0,190.0,280.0,264.0,243.878,178.99599999999998,293.226,262.564
4YF8CTPA,290.1833333333334,249.4833333333333,340.8666666666666,320.4166666666666,270.69917859226643,225.93176887432224,323.43775115353924,303.4533596291023,412.6166666666667,325.2166666666667,474.18333333333334,439.51666666666665,412.6166666666667,325.2166666666667,474.18333333333334,439.51666666666665,298.0,234.0,364.0,313.0,301.836,223.252,383.004,316.3300000000001
4YVTN782,314.5666666666666,233.1833333333333,392.8166666666667,304.03333333333336,230.08332013722227,150.93601960563402,306.4068940589061,223.97647179663144,437.1666666666667,310.83333333333337,555.9,415.7,437.1666666666667,310.83333333333337,555.9,415.7,326.0,238.0,417.0,311.0,280.77,238.016,397.862,309.20799999999997
507WXWN7,282.4,212.41666666666669,325.43333333333334,310.7333333333333,263.01309432134616,175.12842773818676,307.64084936307535,290.77703154797354,519.0666666666667,309.45,567.7666666666665,505.6,519.0666666666667,309.45,567.7666666666665,505.6,277.0,212.0,322.0,301.0,295.844,214.96400000000003,347.19,307.96
50UATGZM,253.06666666666666,210.35000000000002,301.91666666666663,283.51666666666665,223.15968922766226,181.33745831349412,273.27800500586,253.5757374755242,330.2333333333333,283.0833333333333,407.1333333333333,368.6166666666667,330.2333333333333,283.0833333333333,407.1333333333333,368.6166666666667,288.0,219.0,349.0,289.0,247.774,205.78,338.606,274.172
52ZXUXVJ,263.0,217.29999999999995,319.1166666666667,270.45000000000005,227.61555627384143,178.2516901465603,284.16014065219224,237.67278746757418,375.09999999999997,288.8500000000001,449.31666666666666,379.76666666666665,375.09999999999997,288.8500000000001,449.31666666666666,379.76666666666665,286.0,220.0,353.0,284.0,250.78,212.226,348.3400000000001,282.318
53EP1G5X,351.51666666666665,195.94999999999996,358.86666666666673,274.51666666666665,255.69981188719285,61.58803654736833,261.6689043944865,174.57911863453128,824.2833333333334,283.5333333333333,753.0999999999999,497.06666666666666,824.2833333333334,283.5333333333333,753.0999999999999,497.06666666666666,255.0,203.0,312.0,260.0,228.21400000000003,189.782,309.458,253.108
