,standard,standard,standard,standard,guesses,guesses,guesses,guesses,graded_go,graded_go,graded_go,graded_go,graded_both,graded_both,graded_both,graded_both,fixed,fixed,fixed,fixed,tracking,tracking,tracking,tracking
underlying distribution,graded_both,graded_go,guesses,standard,graded_both,graded_go,guesses,standard,graded_both,graded_go,guesses,standard,graded_both,graded_go,guesses,standard,graded_both,graded_go,guesses,standard,graded_both,graded_go,guesses,standard
NARGUID,,,,,,,,,,,,,,,,,,,,,,,,
03CV8RDT,299.88333333333327,209.01666666666665,351.8333333333333,293.4333333333333,234.98162058351514,128.19603192371227,288.9772579966063,225.78809162634482,506.2333333333333,301.68333333333334,593.8666666666666,452.8333333333333,506.2333333333333,301.68333333333334,593.8666666666666,452.8333333333333,280.0,215.0,338.0,290.0,261.116,209.804,350.654,283.9840000000001
03NW0RKL,287.5333333333333,208.06666666666666,343.1833333333334,293.2,232.22993161073202,139.8711033294106,286.6081800369301,232.78890047794883,492.96666666666664,304.5833333333333,562.3999999999999,452.1,492.96666666666664,304.5833333333333,562.3999999999999,452.1,275.0,214.0,338.0,288.0,258.708,207.70800000000003,342.0180000000001,282.36
03VJZEL,279.68333333333334,212.59999999999997,323.53333333333336,290.29999999999995,240.02521224203798,163.3208977576834,284.4433875460104,249.74374202981417,464.69999999999993,295.79999999999995,516.8166666666666,425.06666666666655,464.69999999999993,295.79999999999995,516.8166666666666,425.06666666666655,276.0,217.0,343.0,294.0,264.67,205.03400000000002,342.832,282.052
03XVEBPM,255.2,212.66666666666666,307.5,281.94999999999993,229.7172772310911,185.43077294156058,283.98288183148725,258.49683951305,348.0333333333333,284.05,424.40000000000003,387.90000000000003,348.0333333333333,284.05,424.40000000000003,387.90000000000003,282.0,217.0,343.0,285.0,258.97,214.738,340.148,285.116
03YU08FA,289.7166666666667,208.30000000000004,342.2833333333333,292.23333333333335,228.68813901787476,132.43508276790632,288.35481511387025,231.1846418177625,478.78333333333336,295.8166666666667,565.1166666666667,449.4833333333333,478.78333333333336,295.8166666666667,565.1166666666667,449.4833333333333,280.0,220.0,334.0,287.0,252.268,210.45800000000003,338.5420000000001,283.75
040B4TRC,305.99999999999994,206.31666666666663,356.2833333333333,297.25,244.09231367943744,128.73934889091998,293.56316533316675,232.5097812471266,573.25,300.49999999999994,627.2333333333332,476.33333333333326,573.25,300.49999999999994,627.2333333333332,476.33333333333326,278.0,212.0,344.0,292.0,253.766,204.498,350.644,282.312
042UJKFB,251.71666666666664,229.15,302.4333333333333,281.94999999999993,230.23362040698387,204.12260930389075,281.9988064632974,261.94636618669676,337.44999999999993,288.05,397.54999999999995,372.0833333333333,337.44999999999993,288.05,397.54999999999995,372.0833333333333,277.0,216.0,341.0,284.0,257.35200000000003,204.87,344.8160000000001,277.53
04BFG4JM,308.68333333333334,206.25,353.33333333333337,291.28333333333325,237.50151428496335,118.20941967213767,287.1135667643689,220.3631397016208,566.2666666666668,302.35,636.6500000000001,474.25,566.2666666666668,302.35,636.6500000000001,474.25,278.0,215.0,334.0,285.0,261.72,212.692,340.964,282.526
04CLBZAD,257.78333333333336,209.18333333333334,312.8833333333333,290.31666666666666,225.11083834063686,168.87835450481842,280.469871128212,254.3985758563642,375.79999999999995,293.41666666666663,454.35,413.8666666666666,375.79999999999995,293.41666666666663,454.35,413.8666666666666,278.0,213.0,333.0,290.0,260.558,210.806,343.356,280.61
04EUBGTM,251.95,212.99999999999997,311.6000000000001,288.6666666666667,224.33452738606428,182.61775605808376,286.94324865038215,261.5235633402156,351.3833333333333,289.9333333333333,433.95000000000005,390.0833333333333,351.3833333333333,289.9333333333333,433.95000000000005,390.0833333333333,280.0,217.0,343.0,293.0,259.942,205.274,340.646,279.11
04JY6730,323.44999999999993,206.98333333333332,353.66666666666663,295.6833333333333,249.88022123476026,115.35920440007108,284.21332949866814,219.0938954301969,662.2999999999998,303.2333333333333,687.6499999999999,499.99999999999994,662.2999999999998,303.2333333333333,687.6499999999999,499.99999999999994,275.0,217.0,331.0,289.0,261.79200000000003,202.96200000000002,342.534,293.372
04P0G6LK,324.0666666666666,203.18333333333334,354.65,294.81666666666666,252.32719011477502,114.66924776704185,283.5754588920296,221.05307207405676,658.95,302.16666666666663,682.4833333333335,501.7,658.95,302.16666666666663,682.4833333333335,501.7,279.0,210.0,332.0,285.0,250.102,213.22400000000002,341.35,284.19599999999997
04R9REGF,338.6166666666666,204.60000000000002,371.8666666666667,297.21666666666664,252.45112983993369,95.16130609485315,288.2436597906323,207.37307938525834,700.8833333333332,306.8,740.0000000000001,516.3666666666667,700.8833333333332,306.8,740.0000000000001,516.3666666666667,277.0,211.0,335.0,286.0,257.482,201.91400000000002,349.414,280.214
04RT,263.2333333333333,221.75,306.88333333333327,284.95000000000005,234.95065214712022,190.9263603466599,282.23540320327277,259.0058060055472,355.2666666666667,291.53333333333336,427.81666666666666,382.9333333333333,355.2666666666667,291.53333333333336,427.81666666666666,382.9333333333333,285.0,216.0,341.0,290.0,258.718,209.15599999999998,335.774,274.97
052HU3CU,332.91666666666663,206.85000000000002,372.23333333333335,296.8333333333333,246.60933862856544,98.11026033471771,289.6012988376522,211.3153213743233,671.3333333333333,303.71666666666664,726.1833333333333,508.33333333333337,671.3333333333333,303.71666666666664,726.1833333333333,508.33333333333337,280.0,212.0,337.0,286.0,264.538,200.198,340.966,286.628
059VLAHF,262.98333333333335,213.66666666666666,317.91666666666663,283.08333333333337,228.99815641298102,174.04264650357925,284.46133199569954,248.376755977518,400.9666666666667,298.7,471.81666666666666,408.66666666666663,400.9666666666667,298.7,471.81666666666666,408.66666666666663,277.0,217.0,336.0,283.0,254.53400000000002,205.742,338.7680000000001,281.058
05CA3VX5,256.01666666666665,218.9166666666667,301.5,286.83333333333337,230.87210691123806,190.7823321619224,278.85921690711837,261.4578037991029,361.9833333333334,289.4833333333333,423.40000000000003,382.16666666666663,361.9833333333334,289.4833333333333,423.40000000000003,382.16666666666663,277.0,218.0,330.0,289.0,262.7,205.63,335.546,278.408
05LGG3GZ,261.19999999999993,212.98333333333335,315.68333333333334,288.3333333333333,228.5645018350955,174.7249035801668,284.15001638380795,256.32845847812433,391.1333333333333,295.05000000000007,462.19999999999993,409.6833333333332,391.1333333333333,295.05000000000007,462.19999999999993,409.6833333333332,279.0,215.0,334.0,292.0,254.81599999999997,209.858,347.214,281.394
05WK8AN7,253.25,226.83333333333337,304.97916666666663,281.91666666666663,239.59816105023762,210.44718177898167,289.6657650903843,267.5568953772573,328.0208333333333,284.875,376.10416666666674,353.68749999999994,328.0208333333333,284.875,376.10416666666674,353.68749999999994,279.0,214.0,342.0,285.0,266.884,201.668,333.402,286.062
05X0LM1N,272.13333333333327,208.9,324.5,288.00000000000006,232.3226627940224,160.93377373572363,285.9675428347649,246.29065693224496,431.3666666666666,293.65,498.56666666666655,422.25,431.3666666666666,293.65,498.56666666666655,422.25,279.0,216.0,336.0,285.0,259.372,202.02599999999998,342.88,287.916
05YY477E,396.1333333333333,212.20000000000002,393.6166666666667,306.7833333333333,288.4397134125508,70.19443499952719,292.9085552938928,193.6532939690191,1005.9666666666667,325.7166666666667,945.1333333333334,599.9333333333333,1005.9666666666667,325.7166666666667,945.1333333333334,599.9333333333333,283.0,216.0,330.0,292.0,258.05,208.3,340.846,279.026
06A9DLE9,286.6166666666667,207.91666666666666,330.8666666666667,292.25,233.2823254602348,145.08805374788855,283.1662218690066,238.2962332535863,462.25,293.15000000000003,536.1166666666667,440.1166666666667,462.25,293.15000000000003,536.1166666666667,440.1166666666667,284.0,217.0,333.0,291.0,260.866,206.752,343.00199999999995,279.23400000000004
06DP74KL,262.75000000000006,214.25000000000003,318.2833333333333,281.6333333333333,228.0349510897163,175.14654184032523,288.26919748965486,249.28186113229,365.4,293.2166666666667,451.5166666666667,398.98333333333335,365.4,293.2166666666667,451.5166666666667,398.98333333333335,284.0,218.0,337.0,285.0,253.984,203.574,339.332,278.786
06DX0E7R,292.31666666666666,208.58333333333334,342.3166666666666,288.04999999999995,231.56235280730763,135.68261071704507,285.4451292095591,229.53413959980173,482.90000000000003,301.5,563.65,445.73333333333335,482.90000000000003,301.5,563.65,445.73333333333335,283.0,217.0,335.0,285.0,264.846,201.28599999999997,339.87199999999996,278.744
06U4DYFY,308.6388888888889,219.30555555555557,335.30555555555554,293.27777777777777,252.11611443613515,149.92745127089492,282.52981329630643,235.85341640542725,555.8055555555554,301.3333333333333,590.4722222222222,455.41666666666663,555.8055555555554,301.3333333333333,590.4722222222222,455.41666666666663,280.0,212.0,334.0,293.0,263.142,207.304,346.384,286.838
06WHVUPX,262.4833333333333,209.85000000000005,322.7,286.01666666666665,225.69163688683156,164.27861501813072,288.3706813146957,247.86777531820914,388.68333333333334,288.5333333333333,470.5166666666667,409.8333333333333,388.68333333333334,288.5333333333333,470.5166666666667,409.8333333333333,276.0,217.0,339.0,286.0,261.67400000000004,206.644,341.474,282.392
07924XF1,245.36666666666665,213.41666666666666,300.83333333333337,283.05,225.6304282899285,192.80895298407648,283.7854245181349,262.8299553416801,334.16666666666663,287.85,406.3666666666667,380.83333333333337,334.16666666666663,287.85,406.3666666666667,380.83333333333337,275.0,215.0,337.0,286.0,264.632,206.53400000000002,342.43,278.55600000000004
07BR8GMY,274.9666666666667,209.1333333333333,318.8833333333334,293.96666666666664,233.62635927578017,160.92525950038868,281.79285941865123,254.50907264750967,419.1,294.4666666666667,492.21666666666664,425.08333333333337,419.1,294.4666666666667,492.21666666666664,425.08333333333337,283.0,212.0,336.0,294.0,262.868,207.756,344.366,283.764
07CMT243,248.45,215.24999999999997,307.46666666666664,290.8666666666666,228.3892906131053,192.08317245447148,287.1019481010812,268.5719962647979,342.58333333333326,286.9166666666666,413.05,384.18333333333334,342.58333333333326,286.9166666666666,413.05,384.18333333333334,279.0,219.0,338.0,296.0,261.156,209.75,347.5320000000001,279.272
07RAHHYH,262.71666666666664,207.90000000000003,322.56666666666666,289.85,226.4426825038788,165.98064244667881,288.3827853916751,252.90028824275973,389.24999999999994,291.53333333333336,468.68333333333334,409.9333333333333,389.24999999999994,291.53333333333336,468.68333333333334,409.9333333333333,277.0,211.0,340.0,288.0,257.25,203.186,343.876,287.772
07RPB2TU,314.7833333333333,207.93333333333334,360.75,297.3666666666667,238.7677131530328,118.3928730785696,291.77376185631346,219.80463842052137,578.7999999999998,307.28333333333336,658.4666666666667,482.25000000000006,578.7999999999998,307.28333333333336,658.4666666666667,482.25000000000006,280.0,215.0,338.0,291.0,259.19,207.40400000000002,349.49,281.116
07THBLHG,294.4666666666667,204.16666666666666,338.01666666666665,296.76666666666665,234.2768076167592,134.45292737621835,284.0725571377093,235.4268781984586,507.08333333333337,302.5833333333333,575.9499999999999,455.20000000000005,507.08333333333337,302.5833333333333,575.9499999999999,455.20000000000005,281.0,211.0,328.0,295.0,264.394,213.36,341.57800000000003,289.462
07UK1DPH,253.68333333333334,228.75,297.24999999999994,273.25,237.01566178599703,207.78760246131816,281.8771777781331,258.02259714027366,333.75,290.18333333333334,396.23333333333335,369.43333333333334,333.75,290.18333333333334,396.23333333333335,369.43333333333334,287.0,218.0,333.0,282.0,259.01800000000003,206.77200000000002,341.528,285.29
07XXFHDK,258.8333333333333,209.85,315.1166666666666,281.2166666666667,227.60801801600545,174.35455414024412,286.5745645883644,250.70383465270848,374.74999999999994,293.34999999999997,456.7333333333333,394.31666666666655,374.74999999999994,293.34999999999997,456.7333333333333,394.31666666666655,277.0,216.0,337.0,287.0,261.386,206.176,347.37,279.756
085CYDEZ,267.6666666666667,205.65,326.75,288.33333333333337,224.72670896376675,156.8884036555154,286.23537067987667,245.90450866118888,391.2833333333333,290.7166666666667,478.7166666666667,417.46666666666664,391.2833333333333,290.7166666666667,478.7166666666667,417.46666666666664,280.0,210.0,334.0,289.0,262.474,212.28400000000002,341.44,277.688
086114AT,257.93333333333334,210.6333333333333,312.35,280.0833333333333,229.22007923183912,176.3871140274851,284.8316952892186,250.68349040027792,387.78333333333336,290.35,454.2666666666667,392.99999999999994,387.78333333333336,290.35,454.2666666666667,392.99999999999994,275.0,210.0,340.0,285.0,252.648,210.264,343.944,281.12
086U18RD,257.5833333333333,212.38333333333335,310.51666666666665,286.91666666666674,231.23333333333332,184.1865468694241,287.07900944469606,261.01715786706285,349.49999999999994,289.3833333333332,426.0833333333333,382.0499999999999,349.49999999999994,289.3833333333332,426.0833333333333,382.0499999999999,279.0,213.0,339.0,290.0,263.07,209.22000000000003,341.784,280.002
08AT7TLH,255.81666666666663,220.6333333333333,295.4166666666667,283.84999999999997,236.14356567993082,197.95259908512807,277.6035337658613,262.9310599336539,338.93333333333334,287.7833333333333,401.78333333333325,372.6000000000001,338.93333333333334,287.7833333333333,401.78333333333325,372.6000000000001,278.0,212.0,337.0,285.0,257.254,209.334,341.51,279.468
08DNLREC,253.24999999999997,207.11666666666665,314.08333333333326,289.91666666666663,222.76641970474006,173.68534888936085,283.94313547770525,257.85247429579977,361.04999999999995,296.03333333333336,439.0666666666666,399.43333333333334,361.04999999999995,296.03333333333336,439.0666666666666,399.43333333333334,273.0,211.0,338.0,289.0,261.062,204.46,341.396,285.0180000000001
08EFDKZ6,255.33898305084745,211.28813559322035,306.3728813559321,283.8305084745763,232.9263432360933,185.730921872251,283.8953881345417,259.21084027730063,350.5423728813559,289.77966101694915,418.5593220338984,377.49152542372883,350.5423728813559,289.77966101694915,418.5593220338984,377.49152542372883,275.0,209.0,336.0,287.0,255.49599999999998,210.77,347.55199999999996,284.164
08FUB58A,356.61666666666673,206.43333333333337,375.8666666666667,296.2833333333334,272.56429182105643,97.03002349890397,290.8244283672536,210.39161798943093,826.9499999999999,301.9333333333333,803.65,548.95,826.9499999999999,301.9333333333333,803.65,548.95,276.0,213.0,339.0,284.0,254.608,208.15599999999998,340.786,280.95
08GBDG8X,361.5833333333333,197.68333333333334,375.8166666666667,302.4833333333333,270.1847617252027,86.68311553269261,287.1480654397878,210.63568247595703,832.2166666666668,288.7333333333333,818.9999999999999,557.0666666666667,832.2166666666668,288.7333333333333,818.9999999999999,557.0666666666667,282.0,219.0,339.0,286.0,265.878,209.68,343.714,284.856
08J0E48V,256.6842105263158,247.84210526315792,289.3157894736842,278.42105263157896,246.39541583692028,234.88992731137807,280.08052799709503,267.8277227918606,315.07894736842104,283.47368421052624,365.0789473684211,348.1842105263158,315.07894736842104,283.47368421052624,365.0789473684211,348.1842105263158,278.0,213.0,337.0,288.0,259.27,211.206,343.7920000000001,282.7820000000001
08K0R9C4,267.1935483870967,256.00000000000006,288.7096774193549,282.7741935483871,256.89264204698964,242.30211572898108,278.4264852934245,272.7442766000634,318.5806451612903,290.3225806451613,359.2580645161291,347.6129032258064,318.5806451612903,290.3225806451613,359.2580645161291,347.6129032258064,276.0,219.0,336.0,286.0,259.428,201.794,338.404,280.132
08K8VF33,257.52500000000003,220.52499999999998,300.59999999999997,279.04999999999995,241.00914364489302,201.79255470629812,285.1143210508737,263.6246405299043,330.07500000000005,280.525,391.79999999999995,361.20000000000005,330.07500000000005,280.525,391.79999999999995,361.20000000000005,284.0,213.0,340.0,285.0,261.528,205.65599999999998,341.48800000000006,283.3540000000001
08R2PTT1,328.8833333333333,204.4333333333333,355.49999999999994,295.15,250.45542291809204,106.78925670880103,284.1958163649154,215.87323397302367,672.25,307.06666666666666,700.3666666666666,500.3,672.25,307.06666666666666,700.3666666666666,500.3,278.0,213.0,325.0,285.0,259.194,203.734,339.094,287.078
08YLBTNH,262.5,240.16666666666666,298.6666666666667,281.44444444444446,244.1281471991787,217.7753570098686,280.71500140514945,261.7919161445579,334.2777777777778,291.11111111111114,380.27777777777777,352.72222222222223,334.2777777777778,291.11111111111114,380.27777777777777,352.72222222222223,278.0,218.0,332.0,293.0,257.652,212.254,353.444,285.474
094UXV0J,251.23333333333335,231.33333333333331,292.83333333333337,286.59999999999997,236.50947196971055,213.19817805022785,278.7300914779186,271.2420358463053,339.6333333333333,287.1166666666666,392.2833333333333,364.03333333333336,339.6333333333333,287.1166666666666,392.2833333333333,364.03333333333336,277.0,221.0,339.0,291.0,261.72,206.578,340.126,277.948
