,standard,standard,standard,standard,guesses,guesses,guesses,guesses,graded_go,graded_go,graded_go,graded_go,graded_both,graded_both,graded_both,graded_both,fixed,fixed,fixed,fixed,tracking,tracking,tracking,tracking
underlying distribution,graded_both,graded_go,guesses,standard,graded_both,graded_go,guesses,standard,graded_both,graded_go,guesses,standard,graded_both,graded_go,guesses,standard,graded_both,graded_go,guesses,standard,graded_both,graded_go,guesses,standard
NARGUID,,,,,,,,,,,,,,,,,,,,,,,,
03CV8RDT,318.40000000000003,223.06666666666666,394.8499999999999,295.41666666666663,215.82421401383127,115.23670359223509,287.1841912291364,196.1363963936765,510.3666666666667,301.93333333333334,628.9333333333333,432.0,510.3666666666667,301.93333333333334,628.9333333333333,432.0,297.0,232.0,377.0,294.0,258.92400000000004,221.808,362.80400000000003,281.60200000000003
03NW0RKL,248.26666666666668,181.43333333333334,276.58333333333337,274.7333333333333,246.74349794610183,156.24767482619654,278.4066265804969,277.9576345840307,471.58333333333337,288.13333333333327,497.5833333333333,486.78333333333325,471.58333333333337,288.13333333333327,497.5833333333333,486.78333333333325,238.0,182.0,265.0,260.0,260.83,178.852,278.458,270.848
03VJZEL,287.95000000000005,219.31666666666663,335.2333333333333,295.99999999999994,239.70798459979585,163.6810572085205,289.35301609154817,248.06103565461194,473.7,294.78333333333336,522.9,424.4666666666666,473.7,294.78333333333336,522.9,424.4666666666666,290.0,224.0,351.0,296.0,263.886,213.02599999999998,347.31800000000004,287.8300000000001
03XVEBPM,262.09999999999997,216.31666666666666,308.7166666666667,280.8333333333333,238.6598737778429,189.94140203195568,288.85616208723593,261.7894410380819,354.5333333333333,294.68333333333334,426.25000000000006,393.1166666666667,354.5333333333333,294.68333333333334,426.25000000000006,393.1166666666667,283.0,217.0,336.0,285.0,264.17,206.61599999999999,352.76199999999994,280.884
03YU08FA,269.55,196.61666666666662,305.81666666666666,282.6333333333333,247.65557358268552,155.39611269442952,287.80790805950573,263.45356249590736,475.66666666666663,299.6166666666667,527.6666666666666,474.4833333333334,475.66666666666663,299.6166666666667,527.6666666666666,474.4833333333334,258.0,199.0,297.0,272.0,263.07599999999996,189.94400000000002,308.902,286.942
040B4TRC,326.58333333333326,213.24999999999994,379.4333333333333,296.88333333333327,233.77075413900604,119.8093378014255,290.2044231395955,207.437315994618,577.6166666666664,297.88333333333327,644.6999999999999,447.4333333333333,577.6166666666664,297.88333333333327,644.6999999999999,447.4333333333333,295.0,222.0,367.0,295.0,258.134,211.354,359.95599999999996,291.6380000000001
042UJKFB,258.6666666666667,224.84999999999997,314.9,279.71666666666664,226.17147972741853,190.00013193361153,282.8019710377273,247.504464312144,223.64999999999995,186.59999999999994,277.6166666666667,239.59999999999994,223.64999999999995,186.59999999999994,277.6166666666667,239.59999999999994,291.0,221.0,361.0,287.0,256.094,207.912,349.296,279.444
04BFG4JM,274.6,190.0666666666667,305.16666666666663,286.08333333333337,245.3521434806908,132.03243510593308,278.2651080123856,254.275456871196,553.1833333333333,293.66666666666663,581.7166666666666,508.5000000000001,553.1833333333333,293.66666666666663,581.7166666666666,508.5000000000001,247.0,192.0,289.0,274.0,256.384,183.868,306.48400000000004,277.654
04CLBZAD,254.23333333333335,204.54999999999998,301.8666666666667,281.35,234.21877607085412,179.3397582953075,285.765787065686,263.15967703386684,372.3833333333333,291.4666666666666,438.4333333333333,412.4833333333333,372.3833333333333,291.4666666666666,438.4333333333333,412.4833333333333,271.0,206.0,313.0,278.0,265.31,201.668,326.04400000000004,284.896
04EUBGTM,230.8166666666667,197.91666666666666,288.7,275.93333333333334,221.05145137902747,182.35418890524488,280.37468959711805,267.8749222483253,338.0833333333333,281.21666666666664,405.91666666666663,391.23333333333335,338.0833333333333,281.21666666666664,405.91666666666663,391.23333333333335,253.0,196.0,295.0,273.0,257.396,189.14,310.194,275.526
04JY6730,340.21666666666664,212.86666666666665,385.29999999999995,294.79999999999995,246.64467354038965,102.91767672670363,290.49451496516815,203.1595822058043,667.0666666666667,298.91666666666663,703.5999999999998,472.3999999999999,667.0666666666667,298.91666666666663,703.5999999999998,472.3999999999999,288.0,224.0,364.0,290.0,246.304,212.08,350.494,278.872
04P0G6LK,382.5166666666667,217.36666666666667,432.05,297.6833333333333,230.0234801448763,84.65744559251465,280.8752406830862,168.87712431178954,666.2833333333334,285.6166666666667,721.5500000000001,426.5,666.2833333333334,285.6166666666667,721.5500000000001,426.5,312.0,227.0,404.0,297.0,261.55400000000003,229.916,338.11199999999997,270.0
04R9REGF,280.76666666666665,185.71666666666667,296.6666666666667,289.1333333333333,275.19038735162104,124.26027065014179,291.52922156245,281.3300882415236,688.2499999999999,309.09999999999997,683.7333333333332,631.2333333333333,688.2499999999999,309.09999999999997,683.7333333333332,631.2333333333333,236.0,183.0,266.0,269.0,268.502,186.09,287.83,283.12
04RT,261.6166666666667,224.06666666666663,312.4166666666667,288.6666666666667,234.75593558705933,192.93506518058086,286.46495872116003,261.9934244453107,357.4166666666667,294.7166666666667,429.1833333333333,390.85,357.4166666666667,294.7166666666667,429.1833333333333,390.85,277.0,215.0,345.0,294.0,257.23,214.42200000000003,346.666,276.668
052HU3CU,355.0666666666667,207.76666666666668,390.8,293.6166666666667,236.4971916835692,81.46465585661596,280.6976343306356,179.72437622843063,613.7,268.8,645.3,419.98333333333335,613.7,268.8,645.3,419.98333333333335,288.0,218.0,349.0,286.0,257.282,210.854,354.0180000000001,271.184
059VLAHF,221.7333333333333,184.99999999999997,243.16666666666666,273.28333333333336,243.19742463180796,190.5666604595433,272.6263990469724,311.92913389785224,371.8666666666667,282.51666666666665,406.0,444.5666666666666,371.8666666666667,282.51666666666665,406.0,444.5666666666666,225.0,175.0,237.0,259.0,259.93600000000004,171.31599999999997,264.796,280.588
05CA3VX5,,,164.33333333333337,257.43333333333334,,,282.8310007493254,644.6163931262316,,,279.28333333333325,422.1333333333333,,,279.28333333333325,422.1333333333333,190.0,143.0,178.0,232.0,236.884,155.3,216.51,270.62
05LGG3GZ,262.3833333333333,212.30000000000004,305.78333333333325,287.6833333333333,237.97314663510383,181.29050092198705,286.46635027311913,265.56955633383143,393.33333333333326,294.2333333333334,457.3333333333333,413.73333333333335,393.33333333333326,294.2333333333334,457.3333333333333,413.73333333333335,274.0,212.0,322.0,289.0,264.878,201.856,331.1860000000001,283.168
05WK8AN7,229.25,213.68749999999997,249.77083333333337,276.625,244.18727348793416,228.69807062611002,271.25,300.7712559159077,317.81249999999994,283.9791666666667,339.8125,373.00000000000006,317.81249999999994,283.9791666666667,339.8125,373.00000000000006,236.0,182.0,257.0,265.0,263.684,176.68,283.048,280.712
05X0LM1N,253.6833333333333,194.15000000000003,295.29999999999995,276.5,231.79611759046918,161.0423806854379,276.42454171377364,254.96519906391842,414.4166666666667,283.4,465.7666666666667,421.03333333333336,414.4166666666667,283.4,465.7666666666667,421.03333333333336,258.0,195.0,299.0,272.0,251.54,184.808,311.89599999999996,270.95
05YY477E,401.71666666666664,209.36666666666667,397.91666666666674,309.65000000000003,290.509255139623,70.14454284946936,288.5700224577659,190.0082715662019,1027.6833333333334,329.54999999999995,953.6999999999999,595.4666666666667,1027.6833333333334,329.54999999999995,953.6999999999999,595.4666666666667,283.0,216.0,345.0,294.0,259.016,208.044,350.342,282.048
06A9DLE9,290.9666666666667,211.46666666666667,351.70000000000005,299.96666666666664,231.21236727320127,143.85689434532247,294.5829437512513,239.04968038326248,466.68333333333334,304.09999999999997,555.5833333333334,447.43333333333334,466.68333333333334,304.09999999999997,555.5833333333334,447.43333333333334,289.0,220.0,350.0,294.0,266.844,207.95,353.144,291.5
06DP74KL,281.1,217.16666666666663,340.68333333333334,296.2666666666666,223.22917374786684,159.91776961621218,286.57906074606865,237.99029718810937,373.91666666666674,294.6166666666666,475.45,399.48333333333335,373.91666666666674,294.6166666666666,475.45,399.48333333333335,305.0,226.0,374.0,301.0,265.496,218.622,366.31800000000004,283.8300000000001
06DX0E7R,288.81666666666666,198.96666666666664,321.6333333333333,290.40000000000003,236.05753340376145,135.93280736841896,278.29209854763354,238.39145080206868,478.0833333333333,291.34999999999997,544.9666666666667,448.6333333333333,478.0833333333333,291.34999999999997,544.9666666666667,448.6333333333333,277.0,206.0,315.0,284.0,260.732,204.892,327.982,277.692
06U4DYFY,259.63888888888886,191.55555555555554,264.02777777777777,270.52777777777777,275.1890892484935,164.0428657610028,276.444237894281,288.0443302290232,555.1666666666666,280.61111111111114,527.9722222222222,530.4999999999999,555.1666666666666,280.61111111111114,527.9722222222222,530.4999999999999,229.0,176.0,247.0,254.0,256.248,174.15599999999998,268.508,280.904
06WHVUPX,267.3666666666666,222.35000000000002,329.7333333333333,283.6166666666667,223.89006827694192,171.61095523053902,285.43091241291023,239.63530379701206,399.38333333333327,301.5833333333333,480.04999999999995,409.0833333333333,399.38333333333327,301.5833333333333,480.04999999999995,409.0833333333333,280.0,228.0,347.0,289.0,273.168,218.312,350.99800000000005,281.38
07924XF1,249.4833333333333,211.1833333333333,297.13333333333327,284.98333333333335,233.53006261029566,193.33084431711004,283.7033298962847,270.8717888096896,303.26666666666665,255.84999999999997,368.2999999999999,345.35,303.26666666666665,255.84999999999997,368.2999999999999,345.35,282.0,215.0,330.0,289.0,256.11400000000003,206.71599999999998,341.212,286.894
07BR8GMY,280.08333333333337,217.04999999999998,333.18333333333334,297.74999999999994,227.13957244278106,158.14137919596627,282.42213372535286,240.9744974060116,420.0,296.3,505.76666666666677,410.7,420.0,296.3,505.76666666666677,410.7,291.0,223.0,356.0,290.0,255.02599999999998,223.21400000000003,355.14,281.25800000000004
07CMT243,250.04999999999998,213.85,304.75,280.1499999999999,222.79879358063886,184.1606295963626,279.05511839538343,254.27183819880943,255.5833333333333,215.0,318.91666666666663,287.48333333333323,255.5833333333333,215.0,318.91666666666663,287.48333333333323,280.0,221.0,339.0,279.0,248.93400000000003,210.78,334.02,274.14799999999997
07RAHHYH,262.50000000000006,216.18333333333337,326.08333333333326,289.1166666666667,216.05480890152205,165.6513581180559,278.728746883897,242.17169323313442,377.94999999999993,292.6,459.1833333333333,401.21666666666664,377.94999999999993,292.6,459.1833333333333,401.21666666666664,282.0,221.0,347.0,288.0,255.958,207.9,343.73800000000006,274.288
07RPB2TU,343.18333333333334,211.4833333333333,402.95000000000005,300.2166666666667,237.88118195787052,103.66760884428803,296.4999152546384,198.91985044573346,536.5333333333333,255.21666666666667,588.8666666666667,397.1333333333333,536.5333333333333,255.21666666666667,588.8666666666667,397.1333333333333,299.0,224.0,378.0,297.0,258.574,219.22799999999998,361.634,285.2820000000001
07THBLHG,272.35,194.61666666666665,310.46666666666664,284.93333333333334,240.74263137058338,144.997267974424,282.8700251238765,252.20850089017645,509.46666666666675,294.65000000000003,559.2,478.33333333333337,509.46666666666675,294.65000000000003,559.2,478.33333333333337,258.0,198.0,302.0,278.0,259.058,196.56799999999998,323.464,282.344
07UK1DPH,264.1166666666666,223.44999999999996,301.96666666666675,283.3,240.64998337138985,199.6336460157065,280.2229056469743,260.3333333333333,334.3500000000001,286.3,401.45,364.01666666666665,334.3500000000001,286.3,401.45,364.01666666666665,289.0,220.0,352.0,290.0,252.562,214.42200000000003,348.352,278.43600000000004
07XXFHDK,263.91666666666663,214.96666666666664,331.23333333333335,286.24999999999994,224.31499248485116,171.69507722691085,291.65746940437384,248.59440243939352,379.55,293.15,459.4333333333333,397.9666666666666,379.55,293.15,459.4333333333333,397.9666666666666,285.0,220.0,356.0,291.0,258.612,210.436,354.67400000000004,283.7680000000001
085CYDEZ,257.83333333333337,201.26666666666668,310.8666666666667,278.8666666666667,225.81817897990467,161.8235241527784,282.4653645148088,248.07816114104318,381.3166666666666,290.33333333333337,464.15,410.95000000000005,381.3166666666666,290.33333333333337,464.15,410.95000000000005,267.0,202.0,321.0,272.0,262.434,194.454,329.216,279.3
086114AT,252.61666666666667,210.63333333333333,300.65,284.76666666666665,235.68643436249405,185.67093104912752,286.6956031520566,267.4866370964734,385.2333333333333,290.0333333333333,447.1333333333334,412.23333333333335,385.2333333333333,290.0333333333333,447.1333333333334,412.23333333333335,267.0,207.0,309.0,283.0,271.194,201.328,333.996,287.8
086U18RD,268.74999999999994,219.51666666666665,334.9833333333333,285.51666666666665,226.48685293934466,176.72635646798295,292.46315661311,246.32925565846284,353.51666666666654,288.06666666666666,437.0833333333333,382.73333333333335,353.51666666666654,288.06666666666666,437.0833333333333,382.73333333333335,296.0,224.0,372.0,290.0,264.284,216.254,348.392,280.218
08AT7TLH,243.78333333333333,215.83333333333334,302.4,285.65000000000003,225.64617652025092,193.5830305507629,284.63993374023244,267.26102730394285,335.65000000000003,283.53333333333336,404.95,377.2666666666666,335.65000000000003,283.53333333333336,404.95,377.2666666666666,272.0,216.0,333.0,289.0,259.18600000000004,204.062,336.23800000000006,282.448
08DNLREC,270.1166666666667,218.01666666666662,340.8666666666666,285.7166666666667,220.1790101368345,167.4875972491314,292.75557787564276,238.70286383128027,367.31666666666666,293.7166666666667,459.2833333333333,388.45000000000005,367.31666666666666,293.7166666666667,459.2833333333333,388.45000000000005,294.0,225.0,374.0,293.0,258.29400000000004,214.36,358.726,279.7
08EFDKZ6,256.7457627118644,219.4915254237288,309.01694915254234,275.3050847457627,226.0084038994446,186.47693077760087,280.0598792441685,245.69725751666863,340.7966101694915,285.47457627118644,414.4576271186441,365.45762711864404,340.7966101694915,285.47457627118644,414.4576271186441,365.45762711864404,284.0,215.0,349.0,283.0,251.55,205.618,336.934,275.42400000000004
08FUB58A,289.5666666666667,183.58333333333334,295.3999999999999,284.9166666666667,280.98302378181194,110.19503616327665,278.71665463670513,269.4028923174159,823.9999999999999,298.84999999999997,736.1833333333333,674.5333333333334,823.9999999999999,298.84999999999997,736.1833333333333,674.5333333333334,232.0,188.0,262.0,263.0,263.19,178.93599999999998,284.192,278.856
08GBDG8X,368.28333333333336,213.85000000000002,381.5333333333333,301.5666666666667,265.1732993153196,93.39697607275569,283.35892833039355,199.0544370895041,828.1333333333334,324.95,809.55,536.1666666666666,828.1333333333334,324.95,809.55,536.1666666666666,287.0,215.0,339.0,289.0,260.028,209.572,341.32199999999995,281.89
08J0E48V,274.3947368421052,255.68421052631578,319.39473684210526,295.94736842105266,245.97947455767277,227.0617604601531,289.78675990697826,267.24241927536036,328.6052631578948,291.6578947368421,383.4210526315789,343.8157894736841,328.6052631578948,291.6578947368421,383.4210526315789,343.8157894736841,315.0,241.0,436.0,296.0,269.51,243.146,361.20599999999996,279.36
08K0R9C4,268.1612903225806,253.58064516129033,295.67741935483866,282.3870967741936,259.41558315695397,242.70856026934302,288.25960129406957,274.8039463675068,306.25806451612897,291.9677419354839,354.45161290322574,337.741935483871,306.25806451612897,291.9677419354839,354.45161290322574,337.741935483871,283.0,219.0,332.0,290.0,268.8,205.774,344.514,286.284
08K8VF33,273.59999999999997,240.65,321.82500000000005,280.4,236.09729652588754,203.11316505187907,284.59774198632755,242.04184217738398,337.37499999999994,294.2,410.125,348.95,337.37499999999994,294.2,410.125,348.95,303.0,230.0,401.0,296.0,253.02599999999998,221.616,365.58,289.8
08R2PTT1,385.2833333333333,225.29999999999998,453.63333333333327,291.35,219.14252990230213,73.7500433062581,282.7502721299283,151.21808793940943,561.0833333333334,240.98333333333332,607.0999999999999,347.54999999999995,561.0833333333334,240.98333333333332,607.0999999999999,347.54999999999995,313.0,240.0,411.0,286.0,255.99,230.168,346.602,280.20599999999996
08YLBTNH,274.88888888888886,242.33333333333334,312.77777777777777,283.0,244.87293468702185,210.48194694365424,282.77963640496444,254.94489611608955,332.38888888888897,282.38888888888886,395.55555555555554,346.16666666666663,332.38888888888897,282.38888888888886,395.55555555555554,346.16666666666663,293.0,222.0,366.0,288.0,253.444,218.438,350.858,276.176
094UXV0J,270.91666666666663,229.91666666666669,310.8333333333333,288.3833333333333,244.54643464838378,203.0855931211277,285.4998982114859,262.78072011449046,352.4000000000001,288.31666666666666,405.95000000000005,360.7833333333333,352.4000000000001,288.31666666666666,405.95000000000005,360.7833333333333,300.0,224.0,372.0,294.0,269.346,224.398,360.42400000000004,280.32
095EVLDD,265.2833333333333,217.9333333333333,327.35,286.8666666666666,219.27534643623085,168.5212324776759,284.4564541143786,241.44605645110278,364.7666666666666,294.26666666666665,454.88333333333327,393.7999999999999,364.7666666666666,294.26666666666665,454.88333333333327,393.7999999999999,287.0,221.0,355.0,293.0,266.36400000000003,211.294,346.30800000000005,275.582
096T,265.8,192.35,293.93333333333334,290.31666666666666,252.2305469157461,158.83101321052467,288.4688494378957,281.47859759219983,500.59999999999997,302.81666666666666,545.1666666666667,513.9000000000001,500.59999999999997,302.81666666666666,545.1666666666667,513.9000000000001,254.0,193.0,284.0,277.0,269.93600000000004,188.412,301.296,280.092
